Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
749,Taron Keith*,South Florida,American,13,13,157,12.1,0,12.1,78,419,5.4,8,32.2,91,576,6.3,8,,taron-keith-1
750,Cameron Davis*,Washington,Big Ten,12,14,156,11.1,0,13.0,44,190,4.3,0,15.8,58,346,6.0,0,,cameron-davis-3
751,Adam Randall,Clemson,ACC,12,16,155,9.7,2,12.9,4,44,11.0,0,3.7,20,199,10.0,2,,adam-randall-1
752,Jamarion Miller*,Alabama,SEC,13,16,155,9.7,1,11.9,145,668,4.6,7,51.4,161,823,5.1,8,,jamarion-miller-1
753,Jarquez Hunter,Auburn,SEC,12,21,155,7.4,1,12.9,187,1201,6.4,8,100.1,208,1356,6.5,9,,jarquez-hunter-1
754,Kentron Poitier,Florida State,ACC,12,10,155,15.5,2,12.9,0,0,,0,0.0,10,155,15.5,2,,kentron-poitier-1
755,Robert Lewis,Auburn,SEC,11,16,155,9.7,0,14.1,0,0,,0,0.0,16,155,9.7,0,,robert-lewis-9
756,Wyatt Sullivan,Florida Atlantic,American,12,13,155,11.9,2,12.9,0,0,,0,0.0,13,155,11.9,2,,wyatt-sullivan-1
757,Demie Sumo,Kentucky,SEC,11,20,154,7.7,0,14.0,129,586,4.5,5,53.3,149,740,5.0,5,,demie-sumo-1
758,Jaden Robinson,Kennesaw State,CUSA,9,11,154,14.0,0,17.1,0,0,,0,0.0,11,154,14.0,0,,jaden-robinson-5
759,Hardley Gilmore IV,Kentucky,SEC,7,6,153,25.5,1,21.9,1,9,9.0,0,1.3,7,162,23.1,1,,hardley-gilmore-iv-1
760,Kaytron Allen*,Penn State,Big Ten,16,18,153,8.5,2,9.6,220,1108,5.0,8,69.3,238,1261,5.3,10,,kaytron-allen-1
761,Kentrel Bullock*,South Alabama,Sun Belt,13,15,153,10.2,1,11.8,152,831,5.5,7,63.9,167,984,5.9,8,,kentrel-bullock-2
762,Landon Sims,Hawaii,MWC,12,13,153,11.8,0,12.8,71,351,4.9,1,29.3,84,504,6.0,1,,landon-sims-1
763,Star Thomas*,Duke,ACC,12,20,153,7.7,1,12.8,213,871,4.1,7,72.6,233,1024,4.4,8,,star-thomas-2
764,Isaac Brown*,Louisville,ACC,13,30,152,5.1,1,11.7,165,1173,7.1,11,90.2,195,1325,6.8,12,,isaac-brown-4
765,Kaleo Ballungay*,Nevada-Las Vegas,MWC,14,17,152,8.9,6,10.9,0,0,,0,0.0,17,152,8.9,6,,kaleo-ballungay-1
766,Anthony Hankerson,Oregon State,Ind,12,27,151,5.6,0,12.6,232,1082,4.7,15,90.2,259,1233,4.8,15,,anthony-hankerson-1
767,Zyell Griffin,Eastern Michigan,MAC,11,6,151,25.2,1,13.7,0,0,,0,0.0,6,151,25.2,1,,zyell-griffin-1
768,Elija Lofton*,Miami (FL),ACC,13,9,150,16.7,1,11.5,2,30,15.0,1,2.3,11,180,16.4,2,,elija-lofton-1
769,Micah Bernard,Utah,Big 12,12,30,150,5.0,2,12.5,197,1009,5.1,4,84.1,227,1159,5.1,6,,micah-bernard-1
770,Michael Harrison,San Diego State,MWC,12,18,150,8.3,0,12.5,0,0,,0,0.0,18,150,8.3,0,,michael-harrison-2
771,Cataurus Hicks*,Louisville,ACC,12,12,149,12.4,0,12.4,0,0,,0,0.0,12,149,12.4,0,,cataurus-hicks-1
772,Colbie Young,Georgia,SEC,5,11,149,13.5,2,29.8,0,0,,0,0.0,11,149,13.5,2,,colbie-young-1
773,Jordan Brown*,Texas Tech,Big 12,13,12,149,12.4,0,11.5,0,0,,0,0.0,12,149,12.4,0,,jordan-brown-7
774,Kyle Morlock,Florida State,ACC,12,13,149,11.5,0,12.4,1,31,31.0,0,2.6,14,180,12.9,0,,kyle-morlock-1
775,Nay'quan Wright*,South Florida,American,13,22,149,6.8,0,11.5,109,510,4.7,8,39.2,131,659,5.0,8,,nayquan-wright-1
776,Camryn Edwards*,Connecticut,Ind,13,13,148,11.4,2,11.4,146,830,5.7,8,63.8,159,978,6.2,10,,camryn-edwards-1
777,Donte Lee Jr.*,Liberty,CUSA,11,10,148,14.8,1,13.5,0,0,,0,0.0,10,148,14.8,1,,donte-lee-jr-1
778,Thomas Zsiros*,Toledo,MAC,13,12,148,12.3,1,11.4,0,0,,0,0.0,12,148,12.3,1,,thomas-zsiros-1
779,Trevor Kardell,Kansas,Big 12,12,12,148,12.3,0,12.3,0,0,,0,0.0,12,148,12.3,0,,trevor-kardell-1
780,Conner Cravaack,Akron,MAC,12,13,147,11.3,0,12.3,0,0,,0,0.0,13,147,11.3,0,,conner-cravaack-1
781,Marcello Bussey*,Memphis,American,8,10,147,14.7,1,18.4,0,0,,0,0.0,10,147,14.7,1,,marcello-bussey-1
782,Richie Anderson*,Fresno State,MWC,13,18,147,8.2,0,11.3,0,0,,0,0.0,18,147,8.2,0,,richie-anderson-2
783,Jordan McCants*,Jacksonville State,CUSA,14,15,146,9.7,0,10.4,1,3,3.0,0,0.2,16,149,9.3,0,,jordan-mccants-1
784,Tychaun Chapman,Marshall,Sun Belt,12,17,146,8.6,1,12.2,8,46,5.8,2,3.8,25,192,7.7,3,,tychaun-chapman-1
785,Cane Berrong*,Coastal Carolina,Sun Belt,13,12,145,12.1,1,11.2,0,0,,0,0.0,12,145,12.1,1,,cane-berrong-1
786,Delbert Mimms,Eastern Michigan,MAC,12,19,145,7.6,1,12.1,184,805,4.4,9,67.1,203,950,4.7,10,,delbert-mimms-1
787,Justyn Reid,Southern Mississippi,Sun Belt,12,7,145,20.7,0,12.1,0,0,,0,0.0,7,145,20.7,0,,justyn-reid-1
788,Milan Tucker,Florida Atlantic,American,11,13,145,11.2,0,13.2,0,0,,0,0.0,13,145,11.2,0,,milan-tucker-1
789,OJ Arnold*,Georgia Southern,Sun Belt,12,24,145,6.0,2,12.1,63,316,5.0,4,26.3,87,461,5.3,6,,oj-arnold-1
790,Oscar Adaway III*,South Carolina,SEC,13,15,145,9.7,0,11.2,77,295,3.8,3,22.7,92,440,4.8,3,,oscar-adaway-iii-1
791,Marcus Major*,Minnesota,Big Ten,12,20,144,7.2,1,12.0,78,352,4.5,3,29.3,98,496,5.1,4,,marcus-major-1
792,Tre Shackelford*,Washington State,Ind,8,10,144,14.4,1,18.0,0,0,,0,0.0,10,144,14.4,1,,tre-shackelford-1
793,Daniel Evert,Temple,American,9,8,143,17.9,2,15.9,1,2,2.0,0,0.2,9,145,16.1,2,,daniel-evert-1
794,Dylan Sampson,Tennessee,SEC,13,20,143,7.2,0,11.0,258,1491,5.8,22,114.7,278,1634,5.9,22,,dylan-sampson-1
795,Konner Fox*,Texas State,Sun Belt,12,14,143,10.2,1,11.9,0,0,,0,0.0,14,143,10.2,1,,konner-fox-1
796,Michael Mathison*,Western Kentucky,CUSA,13,13,143,11.0,2,11.0,7,34,4.9,1,2.6,20,177,8.9,3,,michael-mathison-1
797,Anthony Watkins,Tulsa,American,11,13,142,10.9,1,12.9,87,402,4.6,4,36.5,100,544,5.4,5,,anthony-watkins-3
798,D'Andre Rogers*,Texas Christian,Big 12,12,12,142,11.8,2,11.8,0,0,,0,0.0,12,142,11.8,2,,dandre-rogers-1
799,Carson Brown*,Iowa State,Big 12,14,11,141,12.8,1,10.1,0,0,,0,0.0,11,141,12.8,1,,carson-brown-1
800,Le'Veon Moss*,Texas A&M,SEC,9,10,141,14.1,0,15.7,121,765,6.3,10,85.0,131,906,6.9,10,,leveon-moss-1
801,Oscar Cardenas*,UTSA,American,8,13,141,10.8,3,17.6,1,0,0.0,0,0.0,14,141,10.1,3,,oscar-cardenas-1
802,Da'Wain Lofton,Oklahoma State,Big 12,4,6,140,23.3,0,35.0,0,0,,0,0.0,6,140,23.3,0,,dawain-lofton-1
803,Gavin Williams*,Northern Illinois,MAC,13,25,140,5.6,1,10.8,139,749,5.4,4,57.6,164,889,5.4,5,,gavin-williams-1
804,Jordin Parker*,Western Michigan,MAC,11,12,140,11.7,0,12.7,3,55,18.3,0,5.0,15,195,13.0,0,,jordin-parker-1
805,Josh Cobbs*,South Florida,American,10,9,140,15.6,1,14.0,0,0,,0,0.0,9,140,15.6,1,,josh-cobbs-1
806,Jack Coldiron*,Miami (OH),MAC,12,13,139,10.7,0,11.6,0,0,,0,0.0,13,139,10.7,0,,jack-coldiron-1
807,Ja'Quinden Jackson*,Arkansas,SEC,10,13,139,10.7,0,13.9,149,790,5.3,15,79.0,162,929,5.7,15,,jaquinden-jackson-1
808,Semaj Morgan*,Michigan,Big Ten,11,27,139,5.1,1,12.6,6,32,5.3,0,2.9,33,171,5.2,1,,semaj-morgan-1
809,Trevor Wilson,Kansas,Big 12,12,9,139,15.4,0,11.6,3,-1,-0.3,0,-0.1,12,138,11.5,0,,trevor-wilson-1
810,Ashton Jeanty,Boise State,MWC,14,23,138,6.0,1,9.9,374,2601,7.0,29,185.8,397,2739,6.9,30,H-2MaxwellAA,ashton-jeanty-1
811,Caden Jensen*,Louisiana,Sun Belt,14,19,138,7.3,2,9.9,0,0,,0,0.0,19,138,7.3,2,,caden-jensen-1
812,Grayson Tempest,Tulsa,American,12,16,138,8.6,0,11.5,4,17,4.3,0,1.4,20,155,7.8,0,,grayson-tempest-1
813,Mason Tharp*,Texas Tech,Big 12,13,13,138,10.6,2,10.6,0,0,,0,0.0,13,138,10.6,2,,mason-tharp-1
814,Rashid Williams*,Washington,Big Ten,13,11,138,12.5,1,10.6,0,0,,0,0.0,11,138,12.5,1,,rashid-williams-1
815,Trace Bruckler,New Mexico,MWC,12,22,138,6.3,2,11.5,0,0,,0,0.0,22,138,6.3,2,,trace-bruckler-1
816,Will Monney,Utah State,MWC,10,11,138,12.5,1,13.8,0,0,,0,0.0,11,138,12.5,1,,will-monney-1
817,Anthony Tyus III*,Ohio,MAC,13,16,137,8.6,2,10.5,237,1215,5.1,9,93.5,253,1352,5.3,11,,anthony-tyus-iii-1
818,Dazmin James*,Arkansas,SEC,8,3,137,45.7,1,17.1,0,0,,0,0.0,3,137,45.7,1,,dazmin-james-1
819,Jay Jay Etheridge,Kent State,MAC,11,14,137,9.8,1,12.5,0,0,,0,0.0,14,137,9.8,1,,jay-jay-etheridge-1
820,Johntay Cook II*,Texas,SEC,6,8,137,17.1,2,22.8,0,0,,0,0.0,8,137,17.1,2,,johntay-cook-ii-1
821,Kenny Fletcher*,Rutgers,Big Ten,6,20,137,6.9,2,22.8,0,0,,0,0.0,20,137,6.9,2,,kenny-fletcher-1
822,Marquez Cooper,San Diego State,MWC,12,20,137,6.9,2,11.4,292,1274,4.4,12,106.2,312,1411,4.5,14,,marquez-cooper-1
823,Wayne Knight*,James Madison,Sun Belt,13,15,137,9.1,2,10.5,77,449,5.8,2,34.5,92,586,6.4,4,,wayne-knight-1
824,Casey Cain*,Nevada-Las Vegas,MWC,13,7,136,19.4,2,10.5,1,7,7.0,0,0.5,8,143,17.9,2,,casey-cain-1
825,Chris Tyree,Virginia,ACC,10,24,136,5.7,0,13.6,11,43,3.9,0,4.3,35,179,5.1,0,,chris-tyree-1
826,Noah Whittington,Oregon,Big Ten,14,24,136,5.7,2,9.7,118,540,4.6,6,38.6,142,676,4.8,8,,noah-whittington-1
827,Chris Culliver*,North Carolina,ACC,12,6,135,22.5,1,11.3,1,-8,-8.0,0,-0.7,7,127,18.1,1,,chris-culliver-2
828,Romello Brinson,SMU,ACC,6,13,135,10.4,0,22.5,1,6,6.0,0,1.0,14,141,10.1,0,,romello-brinson-1
829,AJ Newberry*,Vanderbilt,SEC,11,7,134,19.1,2,12.2,41,185,4.5,3,16.8,48,319,6.6,5,,aj-newberry-1
830,Antwaine Littleton,Temple,American,11,16,134,8.4,1,12.2,93,305,3.3,1,27.7,109,439,4.0,2,,antwaine-littleton-1
831,Eli Sanders,New Mexico,MWC,12,15,134,8.9,0,11.2,147,1063,7.2,9,88.6,162,1197,7.4,9,,eli-sanders-2
832,Gerald Green,Troy,Sun Belt,12,9,134,14.9,1,11.2,111,545,4.9,3,45.4,120,679,5.7,4,,gerald-green-5
833,Lincoln Pare*,Texas State,Sun Belt,13,12,134,11.2,0,10.3,95,554,5.8,8,42.6,107,688,6.4,8,,lincoln-pare-1
834,Anthony Eager*,South Alabama,Sun Belt,13,10,133,13.3,2,10.2,5,57,11.4,0,4.4,15,190,12.7,2,,anthony-eager-1
835,Dylan Edwards*,Kansas State,Big 12,12,19,133,7.0,2,11.1,74,546,7.4,5,45.5,93,679,7.3,7,,dylan-edwards-1
836,Nate Sullivan,Louisiana-Monroe,Sun Belt,12,14,133,9.5,0,11.1,0,0,,0,0.0,14,133,9.5,0,,nate-sullivan-1
837,Zach Ortwerth*,Iowa,Big Ten,13,11,133,12.1,0,10.2,0,0,,0,0.0,11,133,12.1,0,,zach-ortwerth-1
838,Dallan Hayden*,Colorado,Big 12,11,17,132,7.8,0,12.0,64,196,3.1,1,17.8,81,328,4.0,1,,dallan-hayden-1
839,Logan Kyle*,James Madison,Sun Belt,13,11,132,12.0,1,10.2,1,-2,-2.0,0,-0.2,12,130,10.8,1,,logan-kyle-1
840,Holden Staes,Tennessee,SEC,13,15,131,8.7,1,10.1,0,0,,0,0.0,15,131,8.7,1,,holden-staes-1
841,James Della Pesca,Temple,American,12,14,131,9.4,0,10.9,0,0,,0,0.0,14,131,9.4,0,,james-della-pesca-1
842,Preston Fox*,West Virginia,Big 12,13,12,131,10.9,0,10.1,1,0,0.0,0,0.0,13,131,10.1,0,,preston-fox-1
843,Richie Hoskins*,Vanderbilt,SEC,13,11,131,11.9,2,10.1,0,0,,0,0.0,11,131,11.9,2,,richie-hoskins-1
844,Javen Jacobs,New Mexico,MWC,7,17,130,7.6,1,18.6,40,277,6.9,3,39.6,57,407,7.1,4,,javen-jacobs-1
845,Kobe Prentice*,Alabama,SEC,10,11,129,11.7,1,12.9,0,0,,0,0.0,11,129,11.7,1,,kobe-prentice-1
846,Arlis Boardingham*,Florida,SEC,11,18,128,7.1,2,11.6,0,0,,0,0.0,18,128,7.1,2,,arlis-boardingham-1
847,Casey Kelly*,East Carolina,American,9,16,128,8.0,1,14.2,0,0,,0,0.0,16,128,8.0,1,,casey-kelly-2
848,Frederick Moore*,Michigan,Big Ten,13,11,128,11.6,1,9.8,5,28,5.6,0,2.2,16,156,9.8,1,,frederick-moore-2
849,Tadd Barr*,Buffalo,MAC,13,7,128,18.3,1,9.8,0,0,,0,0.0,7,128,18.3,1,,tadd-barr-1
850,Zion Kearney*,Oklahoma,SEC,11,8,128,16.0,1,11.6,0,0,,0,0.0,8,128,16.0,1,,zion-kearney-1
851,Devan Williams,Houston,Big 12,12,11,127,11.5,1,10.6,1,-5,-5.0,0,-0.4,12,122,10.2,1,,devan-williams-1
852,Javien Cuff*,Buffalo,MAC,12,10,127,12.7,1,10.6,0,0,,0,0.0,10,127,12.7,1,,javien-cuff-1
853,Nick Rempert*,North Texas,American,12,11,127,11.5,1,10.6,2,29,14.5,0,2.4,13,156,12.0,1,,nick-rempert-2
854,Xavier Brown,Virginia,ACC,11,9,127,14.1,2,11.5,80,488,6.1,1,44.4,89,615,6.9,3,,xavier-brown-1
855,Eric Holley*,Toledo,MAC,13,14,126,9.0,0,9.7,0,0,,0,0.0,14,126,9.0,0,,eric-holley-1
856,Fred Farrier II,Kentucky,SEC,12,13,126,9.7,0,10.5,1,3,3.0,0,0.3,14,129,9.2,0,,fred-farrier-ii-1
857,Hayes Sutton,Middle Tennessee State,CUSA,12,15,126,8.4,1,10.5,0,0,,0,0.0,15,126,8.4,1,,hayes-sutton-1
858,Jack Pedersen,UCLA,Big Ten,12,12,126,10.5,1,10.5,0,0,,0,0.0,12,126,10.5,1,,jack-pedersen-1
859,Omiri Wiggins*,Louisiana Tech,CUSA,13,20,126,6.3,2,9.7,111,527,4.7,4,40.5,131,653,5.0,6,,omiri-wiggins-1
860,Perry Thompson,Auburn,SEC,10,5,126,25.2,1,12.6,0,0,,0,0.0,5,126,25.2,1,,perry-thompson-1
861,Trent Whittemore,UCF,Big 12,11,6,126,21.0,0,11.5,0,0,,0,0.0,6,126,21.0,0,,trent-whittemore-1
862,Brayden Loftin*,Kansas State,Big 12,10,11,125,11.4,2,12.5,0,0,,0,0.0,11,125,11.4,2,,brayden-loftin-1
863,Jaiden Credle,Middle Tennessee State,CUSA,12,27,125,4.6,0,10.4,109,471,4.3,4,39.3,136,596,4.4,4,,jaiden-credle-1
864,Thai Chiaokhiao-Bowman,Rice,American,5,15,125,8.3,1,25.0,1,2,2.0,0,0.4,16,127,7.9,1,,thai-chiaokhiao-bowman-1
865,Tobias Merriweather*,California,ACC,5,11,125,11.4,1,25.0,0,0,,0,0.0,11,125,11.4,1,,tobias-merriweather-1
866,Tony Freeman*,Washington State,Ind,13,8,125,15.6,0,9.6,1,7,7.0,0,0.5,9,132,14.7,0,,tony-freeman-1
867,Keenan Jackson*,North Carolina State,ACC,13,12,124,10.3,2,9.5,0,0,,0,0.0,12,124,10.3,2,,keenan-jackson-1
868,Ty Son Lawton,Indiana,Big Ten,13,12,124,10.3,0,9.5,141,668,4.7,12,51.4,153,792,5.2,12,,ty-son-lawton-2
869,Caleb Coombs,Florida Atlantic,American,11,8,123,15.4,0,11.2,0,0,,0,0.0,8,123,15.4,0,,caleb-coombs-1
870,Gamarion Carter,Middle Tennessee State,CUSA,8,12,123,10.3,0,15.4,0,0,,0,0.0,12,123,10.3,0,,gamarion-carter-1
871,Jaden Dottin*,Toledo,MAC,13,9,123,13.7,0,9.5,0,0,,0,0.0,9,123,13.7,0,,jaden-dottin-1
872,Jovantae Barnes*,Oklahoma,SEC,9,17,123,7.2,1,13.7,122,577,4.7,5,64.1,139,700,5.0,6,,jovantae-barnes-1
873,Jyaire Shorter*,Memphis,American,9,10,123,12.3,0,13.7,0,0,,0,0.0,10,123,12.3,0,,jyaire-shorter-1
874,Micah Hudson*,Texas Tech,Big 12,8,8,123,15.4,0,15.4,0,0,,0,0.0,8,123,15.4,0,,micah-hudson-1
875,Noah Meyers*,Western Kentucky,CUSA,8,7,123,17.6,1,15.4,0,0,,0,0.0,7,123,17.6,1,,noah-meyers-1
876,Daidren Zipperer,Utah,Big 12,11,8,122,15.3,0,11.1,0,0,,0,0.0,8,122,15.3,0,,daidren-zipperer-1
877,Jahiem White*,West Virginia,Big 12,13,19,122,6.4,1,9.4,148,844,5.7,7,64.9,167,966,5.8,8,,jahiem-white-1
878,Johncarlos Miller II*,Texas Tech,Big 12,13,10,122,12.2,3,9.4,0,0,,0,0.0,10,122,12.2,3,,johncarlos-miller-ii-1
879,Khalil Dinkins*,Penn State,Big Ten,15,14,122,8.7,2,8.1,0,0,,0,0.0,14,122,8.7,2,,khalil-dinkins-1
880,Rashod Dubinion*,Arkansas,SEC,8,16,122,7.6,0,15.3,56,335,6.0,2,41.9,72,457,6.3,2,,rashod-dubinion-1
881,Abdul-Fatai Ibrahim*,Louisiana Tech,CUSA,13,14,121,8.6,0,9.3,2,12,6.0,0,0.9,16,133,8.3,0,,abdul-fatai-ibrahim-1
882,Bryce Bohanon*,Tulane,American,14,10,121,12.1,0,8.6,1,-2,-2.0,0,-0.1,11,119,10.8,0,,bryce-bohanon-1
883,Chas Nimrod,Tennessee,SEC,12,10,121,12.1,0,10.1,0,0,,0,0.0,10,121,12.1,0,,chas-nimrod-1
884,CJ Johnson II,Northwestern,Big Ten,12,11,121,11.0,0,10.1,0,0,,0,0.0,11,121,11.0,0,,cj-johnson-ii-1
885,Mason Starling*,California,ACC,5,9,121,13.4,0,24.2,0,0,,0,0.0,9,121,13.4,0,,mason-starling-1
886,Olsen Patt-Henry,Clemson,ACC,14,9,121,13.4,3,8.6,0,0,,0,0.0,9,121,13.4,3,,olsen-patt-henry-1
887,Sean Wilson,Virginia,ACC,8,8,121,15.1,1,15.1,0,0,,0,0.0,8,121,15.1,1,,sean-wilson-4
888,Andre Johnson*,Miami (OH),MAC,11,7,120,17.1,0,10.9,0,0,,0,0.0,7,120,17.1,0,,andre-johnson-4
889,Dahya Patel,Ball State,MAC,12,7,120,17.1,1,10.0,0,0,,0,0.0,7,120,17.1,1,,dahya-patel-1
890,Josiah Miamen,Florida International,CUSA,6,10,120,12.0,0,20.0,0,0,,0,0.0,10,120,12.0,0,,josiah-miamen-1
891,Kajiya Hollawayne,Temple,American,11,9,120,13.3,0,10.9,1,16,16.0,0,1.5,10,136,13.6,0,,kajiya-hollawayne-2
892,Darrion Dupree,Wisconsin,Big Ten,11,12,119,9.9,0,10.8,79,317,4.0,1,28.8,91,436,4.8,1,,darrion-dupree-1
893,Jalen John,Massachusetts,Ind,10,17,119,7.0,0,11.9,111,583,5.3,5,58.3,128,702,5.5,5,,jalen-john-6
894,Manny Covey,Cincinnati,Big 12,12,8,119,14.9,2,9.9,17,62,3.6,0,5.2,25,181,7.2,2,,manny-covey-1
895,Xavier Robinson*,Oklahoma,SEC,7,13,119,9.2,0,17.0,49,233,4.8,4,33.3,62,352,5.7,4,,xavier-robinson-2
896,Malick Meiga*,Coastal Carolina,Sun Belt,12,7,117,16.7,0,9.8,0,0,,0,0.0,7,117,16.7,0,,malick-meiga-1
897,Nick Kallerup*,Minnesota,Big Ten,13,9,117,13.0,0,9.0,0,0,,0,0.0,9,117,13.0,0,,nick-kallerup-1
898,Hunter Summers*,Arkansas State,Sun Belt,13,9,116,12.9,2,8.9,0,0,,0,0.0,9,116,12.9,2,,hunter-summers-1
899,Jamel Hardy*,UTSA,American,13,10,116,11.6,2,8.9,0,0,,0,0.0,10,116,11.6,2,,jamel-hardy-1
900,Josh McCray*,Illinois,Big Ten,13,13,116,8.9,1,8.9,117,609,5.2,10,46.8,130,725,5.6,11,,josh-mccray-1
901,Eli Green*,Iowa State,Big 12,13,10,115,11.5,0,8.8,0,0,,0,0.0,10,115,11.5,0,,eli-green-1
902,Ethan Conner,Troy,Sun Belt,4,12,115,9.6,0,28.8,0,0,,0,0.0,12,115,9.6,0,,ethan-conner-1
903,Joey Mattord,Eastern Michigan,MAC,10,10,115,11.5,0,11.5,29,118,4.1,1,11.8,39,233,6.0,1,,joey-mattord-1
904,Marshall Lang,Northwestern,Big Ten,12,11,115,10.5,1,9.6,1,3,3.0,0,0.3,12,118,9.8,1,,marshall-lang-2
905,Riley Williams*,Miami (FL),ACC,10,7,115,16.4,0,11.5,0,0,,0,0.0,7,115,16.4,0,,riley-williams-3
906,Addison Ostrenga*,Iowa,Big Ten,8,15,114,7.6,1,14.3,1,-3,-3.0,0,-0.4,16,111,6.9,1,,addison-ostrenga-1
907,Jordan Shipp*,North Carolina,ACC,12,9,114,12.7,1,9.5,1,-13,-13.0,0,-1.1,10,101,10.1,1,,jordan-shipp-1
908,Kameron Courtney,Virginia,ACC,9,12,114,9.5,0,12.7,2,-6,-3.0,0,-0.7,14,108,7.7,0,,kameron-courtney-1
909,Carsen Ryan,Utah,Big 12,12,10,113,11.3,1,9.4,0,0,,0,0.0,10,113,11.3,1,,carsen-ryan-1
910,Drew Biber,Purdue,Big Ten,12,13,113,8.7,0,9.4,0,0,,0,0.0,13,113,8.7,0,,drew-biber-1
911,Elijah Sohn*,Sam Houston,CUSA,13,14,113,8.1,0,8.7,0,0,,0,0.0,14,113,8.1,0,,elijah-sohn-1
912,Ja'Cyais Credle,Georgia State,Sun Belt,11,9,113,12.6,0,10.3,0,0,,0,0.0,9,113,12.6,0,,jacyais-credle-1
913,Marcus Vinson,UTEP,CUSA,12,12,113,9.4,2,9.4,0,0,,0,0.0,12,113,9.4,2,,marcus-vinson-1
914,Shamar Porter*,Connecticut,Ind,12,6,113,18.8,3,9.4,0,0,,0,0.0,6,113,18.8,3,,shamar-porter-1
915,Shamar Rigby,Purdue,Big Ten,12,11,113,10.3,0,9.4,1,5,5.0,0,0.4,12,118,9.8,0,,shamar-rigby-1
916,Tate Carney,Wake Forest,ACC,12,9,113,12.6,1,9.4,83,339,4.1,6,28.3,92,452,4.9,7,,tate-carney-1
917,Jake Roberts*,Oklahoma,SEC,13,12,112,9.3,2,8.6,0,0,,0,0.0,12,112,9.3,2,,jake-roberts-1
918,Jalen Buckley*,Western Michigan,MAC,10,15,112,7.5,0,11.2,128,683,5.3,9,68.3,143,795,5.6,9,,jalen-buckley-1
919,Josiah Martin*,California,ACC,7,12,112,9.3,0,16.0,5,44,8.8,1,6.3,17,156,9.2,1,,josiah-martin-1
920,Nate Kurisky*,Louisville,ACC,13,12,112,9.3,3,8.6,0,0,,0,0.0,12,112,9.3,3,,nate-kurisky-1
921,Corey Kiner,Cincinnati,Big 12,12,16,111,6.9,0,9.3,204,1153,5.7,4,96.1,220,1264,5.7,4,,corey-kiner-1
922,Jordan Anthony*,Arkansas,SEC,12,8,111,13.9,1,9.3,2,7,3.5,0,0.6,10,118,11.8,1,,jordan-anthony-2
923,Luke Reynolds*,Penn State,Big Ten,16,9,111,12.3,1,6.9,1,32,32.0,0,2.0,10,143,14.3,1,,luke-reynolds-1
924,Tanner Arkin*,Illinois,Big Ten,13,16,111,6.9,3,8.5,1,36,36.0,0,2.8,17,147,8.6,3,,tanner-arkin-1
925,Torrance Burgess Jr.*,Texas State,Sun Belt,12,10,111,11.1,0,9.3,60,367,6.1,2,30.6,70,478,6.8,2,,torrance-burgess-jr-1
926,Harry Lodge,Wake Forest,ACC,10,12,110,9.2,0,11.0,0,0,,0,0.0,12,110,9.2,0,,harry-lodge-1
927,Jevyon Ducker*,Sam Houston,CUSA,13,15,110,7.3,0,8.5,158,745,4.7,7,57.3,173,855,4.9,7,,jevyon-ducker-1
928,Jordan Smith,New Mexico State,CUSA,10,8,110,13.8,0,11.0,2,-11,-5.5,0,-1.1,10,99,9.9,0,,jordan-smith-11
929,Abdul Janneh*,Georgia Tech,ACC,13,7,109,15.6,0,8.4,0,0,,0,0.0,7,109,15.6,0,,abdul-janneh-1
930,Devin Hyatt,Arizona,Big 12,12,7,109,15.6,0,9.1,0,0,,0,0.0,7,109,15.6,0,,devin-hyatt-1
931,Jared Roznos,Air Force,MWC,7,5,109,21.8,0,15.6,0,0,,0,0.0,5,109,21.8,0,,jared-roznos-1
932,Tony Livingston*,Florida,SEC,10,11,109,9.9,2,10.9,0,0,,0,0.0,11,109,9.9,2,,tony-livingston-1
933,DaShawn Martin,Kent State,MAC,10,8,108,13.5,0,10.8,0,0,,0,0.0,8,108,13.5,0,,dashawn-martin-1
934,Javonte Sherman,Middle Tennessee State,CUSA,5,9,108,12.0,0,21.6,0,0,,0,0.0,9,108,12.0,0,,javonte-sherman-1
935,Keanu Hill*,BYU,Big 12,12,12,108,9.0,1,9.0,0,0,,0,0.0,12,108,9.0,1,,keanu-hill-2
936,Marlin Klein*,Michigan,Big Ten,13,13,108,8.3,0,8.3,0,0,,0,0.0,13,108,8.3,0,,marlin-klein-1
937,Matt Wagner,Boise State,MWC,13,10,108,10.8,0,8.3,0,0,,0,0.0,10,108,10.8,0,,matt-wagner-1
938,Robbie Ouzts*,Alabama,SEC,13,8,108,13.5,2,8.3,0,0,,0,0.0,8,108,13.5,2,,robbie-ouzts-1
939,Wayshawn Parker*,Washington State,Ind,12,11,108,9.8,1,9.0,137,735,5.4,4,61.3,148,843,5.7,5,,wayshawn-parker-1
940,Dre'lyn Washington*,Louisiana,Sun Belt,11,6,107,17.8,1,9.7,73,478,6.5,5,43.5,79,585,7.4,6,,drelyn-washington-1
941,Emari White,UTEP,CUSA,12,15,107,7.1,0,8.9,0,0,,0,0.0,15,107,7.1,0,,emari-white-1
942,Sedrick Irvin,Stanford,ACC,6,5,107,21.4,0,17.8,18,69,3.8,0,11.5,23,176,7.7,0,,sedrick-irvin-2
