Rk,Player,Team,Conf,G,Rush,Rec,PRTD,KRTD,FRTD,IntTD,OthTD,TD,XPM,XPA,FGM,FGA,2PM,Sfty,Pts,Pts/G,Awards,-9999
495,Jase McClellan*,Alabama,SEC,5,1,3,1,0,0,0,0,5,0,0,0,0,0,0,30,6.0,,jase-mcclellan-1
496,Javen Banks,Texas State,Sun Belt,11,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.7,,javen-banks-1
497,Jaxson Kincaide*,Western Michigan,MAC,13,5,0,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,jaxson-kincaide-1
498,Jayson Jackson*,Ball State,MAC,13,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,jayson-jackson-1
499,Jeremiah Hall*,Oklahoma,Big 12,13,1,4,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,jeremiah-hall-1
500,Jeremy Singleton*,Houston,American,14,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.1,,jeremy-singleton-1
501,Joel Wilson*,Central Michigan,MAC,13,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,joel-wilson-1
502,Jordon Brookshire*,San Diego State,MWC,6,5,0,0,0,0,0,0,5,0,0,0,0,0,0,30,5.0,,jordon-brookshire-1
503,Josh Ali*,Kentucky,SEC,10,1,3,1,0,0,0,0,5,0,0,0,0,0,0,30,3.0,,josh-ali-1
504,Josh Vann*,South Carolina,SEC,13,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,josh-vann-1
505,Josiah Johnson,Massachusetts,Ind,11,2,3,0,0,0,0,0,5,0,0,0,0,0,0,30,2.7,,josiah-johnson-1
506,Kamari Morales*,North Carolina,ACC,13,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,kamari-morales-1
507,Kameron Brown*,Coastal Carolina,Sun Belt,13,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,kameron-brown-1
508,Kareem Walker,South Alabama,Sun Belt,8,4,1,0,0,0,0,0,5,0,0,0,0,0,0,30,3.8,,kareem-walker-1
509,Keaontay Ingram,USC,Pac-12,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,30,3.0,,keaontay-ingram-1
510,Keelan Marion,Connecticut,Ind,12,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,keelan-marion-1
511,Kenny McIntosh*,Georgia,SEC,14,3,2,0,0,0,0,0,5,0,0,0,0,0,0,30,2.1,,kenny-mcintosh-1
512,Kenny Pickett*,Pitt,ACC,13,5,0,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,H-3,kenny-pickett-1
513,Kevin Davis*,Miami (OH),MAC,13,3,2,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,kevin-davis-8
514,Kevin Marks,Buffalo,MAC,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,30,3.0,,kevin-marks-1
515,Keytaon Thompson,Virginia,ACC,12,4,1,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,keytaon-thompson-1
516,Kimani Vidal,Troy,Sun Belt,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,30,2.7,,kimani-vidal-1
517,Levi Lewis*,Louisiana,Sun Belt,14,5,0,0,0,0,0,0,5,0,0,0,0,0,0,30,2.1,,levi-lewis-1
518,Levi Williams*,Wyoming,MWC,9,5,0,0,0,0,0,0,5,0,0,0,0,0,0,30,3.3,,levi-williams-1
519,Lincoln Sefcik,South Alabama,Sun Belt,12,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,lincoln-sefcik-1
520,Lucas Havrisik,Arizona,Pac-12,12,0,0,0,0,0,0,0,0,3,3,9,14,0,0,30,2.5,,lucas-havrisik-1
521,Mac Hippenhammer*,Miami (OH),MAC,12,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,mac-hippenhammer-1
522,Marcell Barbee,Texas State,Sun Belt,12,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,marcell-barbee-1
523,Marcus Jones*,Houston,American,13,0,1,2,2,0,0,0,5,0,0,0,0,0,0,30,2.3,AA,marcus-jones-11
524,Mark-Antony Richards*,UCF,American,12,5,0,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,mark-antony-richards-1
525,Marvin Mims*,Oklahoma,Big 12,13,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,marvin-mims-1
526,Matt Landers*,Toledo,MAC,12,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,matt-landers-1
527,Mike Harley,Miami (FL),ACC,12,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,mike-harley-1
528,Nick Mardner,Hawaii,MWC,13,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,nick-mardner-1
529,N'Kosi Perry,Florida Atlantic,CUSA,12,4,1,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,nkosi-perry-1
530,Nykeim Johnson*,Kent State,MAC,14,2,3,0,0,0,0,0,5,0,0,0,0,0,0,30,2.1,,nykeim-johnson-1
531,Ontaria Wilson,Florida State,ACC,11,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.7,,ontaria-wilson-1
532,Phil Jurkovec,Boston College,ACC,6,5,0,0,0,0,0,0,5,0,0,0,0,0,0,30,5.0,,phil-jurkovec-1
533,Rahjai Harris,East Carolina,American,12,4,1,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,rahjai-harris-1
534,Rakim Jarrett*,Maryland,Big Ten,13,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,rakim-jarrett-1
535,Rara Thomas*,Mississippi State,SEC,10,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,3.0,,rara-thomas-1
536,Ricky Pearsall*,Arizona State,Pac-12,13,1,4,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,ricky-pearsall-1
537,Rodrigues Clark,Memphis,American,10,4,1,0,0,0,0,0,5,0,0,0,0,0,0,30,3.0,,rodrigues-clark-1
538,Roschon Johnson,Texas,Big 12,12,5,0,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,roschon-johnson-1
539,Ryan Jones,East Carolina,American,12,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,ryan-jones-4
540,Sam James*,West Virginia,Big 12,13,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,sam-james-1
541,Shadrick Byrd,Charlotte,CUSA,12,3,2,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,shadrick-byrd-1
542,Sheldon Evans*,Marshall,CUSA,13,5,0,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,sheldon-evans-1
543,Spencer Petras*,Iowa,Big Ten,12,5,0,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,spencer-petras-1
544,Taylor Morin*,Wake Forest,ACC,14,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.1,,taylor-morin-1
545,Tayvion Robinson*,Virginia Tech,ACC,12,0,5,1,0,0,0,0,6,0,0,0,0,0,0,30,2.5,,tayvion-robinson-1
546,Terion Stewart,Bowling Green,MAC,9,5,0,0,0,0,0,0,5,0,0,0,0,0,0,30,3.3,,terion-stewart-1
547,Tez Johnson,Troy,Sun Belt,12,1,4,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,tez-johnson-1
548,TJ Sheffield*,Purdue,Big Ten,12,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,tj-sheffield-1
549,Tory Horton*,Nevada,MWC,12,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,tory-horton-1
550,Travis Levy,Boston College,ACC,12,4,0,0,1,0,0,0,5,0,0,0,0,0,0,30,2.5,,travis-levy-1
551,Trelon Smith*,Arkansas,SEC,13,5,0,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,trelon-smith-1
552,Treshaun Ward,Florida State,ACC,12,4,1,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,treshaun-ward-1
553,Trestan Ebner*,Baylor,Big 12,14,2,2,0,1,0,0,0,5,0,0,0,0,0,0,30,2.1,,trestan-ebner-1
554,Tyler Scott*,Cincinnati,American,14,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.1,,tyler-scott-3
555,Ulysses Bentley IV,SMU,American,11,4,1,0,0,0,0,0,5,0,0,0,0,0,0,30,2.7,,ulysses-bentley-iv-1
556,Xavier Hutchinson*,Iowa State,Big 12,13,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,xavier-hutchinson-1
557,Zack Kuntz*,Old Dominion,CUSA,13,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.3,,zack-kuntz-1
558,Zaquandre White*,South Carolina,SEC,12,2,3,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,zaquandre-white-1
559,Zay Flowers,Boston College,ACC,12,0,5,0,0,0,0,0,5,0,0,0,0,0,0,30,2.5,,zay-flowers-1
560,Zonovan Knight,North Carolina State,ACC,12,3,0,0,2,0,0,0,5,0,0,0,0,0,0,30,2.5,,zonovan-knight-1
561,Abraham Montano*,Fresno State,MWC,5,0,0,0,0,0,0,0,0,14,14,5,5,0,0,29,5.8,,abraham-montano-1
562,Alex Stadthaus,USC,Pac-12,7,0,0,0,0,0,0,0,0,11,11,6,6,0,0,29,4.1,,alex-stadthaus-1
563,Justin Duenkel,Virginia,ACC,6,0,0,0,0,0,0,0,0,16,16,4,6,0,0,28,4.7,,justin-duenkel-1
564,Connor Assalley*,Iowa State,Big 12,8,0,0,0,0,0,0,0,0,15,15,4,4,0,0,27,3.4,,connor-assalley-1
565,Jace Christman*,Florida,SEC,10,0,0,0,0,0,0,0,0,18,19,3,6,0,0,27,2.7,,jace-christman-1
566,Jordan Noyes*,Utah,Pac-12,13,0,0,0,0,0,0,0,0,21,21,2,4,0,0,27,2.1,,jordan-noyes-1
567,Jordan Noyles*,Utah,Pac-12,5,0,0,0,0,0,0,0,0,21,21,2,4,0,0,27,5.4,,jordan-noyles-1
568,Cam Johnson,Vanderbilt,SEC,12,0,4,0,0,0,0,0,4,0,0,0,0,1,0,26,2.2,,cam-johnson-2
569,Christian Lowery*,Cincinnati,American,5,0,0,0,0,0,0,0,0,20,20,2,4,0,0,26,5.2,,christian-lowery-1
570,Isaiah Garcia-Castaneda,New Mexico State,Ind,10,0,4,0,0,0,0,0,4,0,0,0,0,1,0,26,2.6,,isaiah-garcia-castaneda-1
571,Justin Garrett*,UTEP,CUSA,13,0,4,0,0,0,0,0,4,0,0,0,0,1,0,26,2.0,,justin-garrett-3
572,Keke Chism*,Missouri,SEC,14,0,4,0,0,0,0,0,4,0,0,0,0,1,0,26,1.9,,keke-chism-1
573,Kenneth Almendares*,Louisiana,Sun Belt,4,0,0,0,0,0,0,0,0,14,15,4,5,0,0,26,6.5,,kenneth-almendares-1
574,Kobe Hudson*,Auburn,SEC,12,0,4,0,0,0,0,0,4,0,0,0,0,1,0,26,2.2,,kobe-hudson-1
575,Leonard Taylor*,Cincinnati,American,14,0,4,0,0,0,0,0,4,0,0,0,0,1,0,26,1.9,,leonard-taylor-2
576,Noah Cain*,Penn State,Big Ten,13,4,0,0,0,0,0,0,4,0,0,0,0,1,0,26,2.0,,noah-cain-1
577,Peyton Hendershot,Indiana,Big Ten,12,0,4,0,0,0,0,0,4,0,0,0,0,1,0,26,2.2,,peyton-hendershot-1
578,Sam Crawford Jr.*,Tulsa,American,9,0,4,0,0,0,0,0,4,0,0,0,0,1,0,26,2.9,,sam-crawford-jr-1
579,Tanner McKee,Stanford,Pac-12,10,4,0,0,0,0,0,0,4,0,0,0,0,1,0,26,2.6,,tanner-mckee-1
580,Tyrick James,Tulane,American,12,0,4,0,0,0,0,0,4,0,0,0,0,1,0,26,2.2,,tyrick-james-1
581,Adam Cofield*,Western Kentucky,CUSA,14,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,1.7,,adam-cofield-1
582,Adonai Mitchell*,Georgia,SEC,15,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.6,,adonai-mitchell-1
583,Ahmari Huggins-Bruce*,Louisville,ACC,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,ahmari-huggins-bruce-1
584,Alex Hale*,Oklahoma State,Big 12,6,0,0,0,0,0,0,0,0,15,16,3,6,0,0,24,4.0,,alex-hale-1
585,Anth Rodriguez*,Air Force,MWC,4,0,0,0,0,0,0,0,0,15,15,3,6,0,0,24,6.0,,anth-rodriguez-1
586,Arland Bruce IV*,Iowa,Big Ten,14,3,1,0,0,0,0,0,4,0,0,0,0,0,0,24,1.7,,arland-bruce-iv-1
587,Asa Martin,Memphis,American,10,2,2,0,0,0,0,0,4,0,0,0,0,0,0,24,2.4,,asa-martin-1
588,Austin Williams*,Mississippi State,SEC,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,austin-williams-3
589,Avery Davis*,Notre Dame,Ind,9,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.7,,avery-davis-1
590,B.J. Smith,Troy,Sun Belt,11,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.2,,bj-smith-1
591,Bo Nix*,Auburn,SEC,10,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.4,,bo-nix-1
592,Brandon Lewis*,Air Force,MWC,13,1,3,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,brandon-lewis-4
593,Braxton Burmeister*,Virginia Tech,ACC,12,2,1,0,0,0,0,0,3,0,0,0,0,0,0,24,2.0,,braxton-burmeister-1
594,Braylon Sanders*,Ole Miss,SEC,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,braylon-sanders-1
595,Brenden Brady*,UTSA,CUSA,8,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,3.0,,brenden-brady-1
596,Brian Battie,South Florida,American,12,1,0,0,3,0,0,0,4,0,0,0,0,0,0,24,2.0,AA,brian-battie-1
597,British Brooks*,North Carolina,ACC,11,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.2,,british-brooks-1
598,Broc Thompson*,Purdue,Big Ten,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,broc-thompson-1
599,Brock Sturges,Texas State,Sun Belt,8,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,3.0,,brock-sturges-1
600,Casey Thompson,Texas,Big 12,12,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,casey-thompson-1
601,Chance Bell*,San Diego State,MWC,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,chance-bell-1
602,Chance Warren,Navy,American,12,1,3,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,chance-warren-1
603,Charlie Jones*,Iowa,Big Ten,14,0,3,0,1,0,0,0,4,0,0,0,0,0,0,24,1.7,,charlie-jones-7
604,Chase Garbers,California,Pac-12,11,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.2,,chase-garbers-1
605,Chris Reynolds,Charlotte,CUSA,11,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.2,,chris-reynolds-1
606,Chris Tyree*,Notre Dame,Ind,12,1,2,0,1,0,0,0,4,0,0,0,0,0,0,24,2.0,,chris-tyree-1
607,Christopher Toudle,North Carolina State,ACC,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,christopher-toudle-1
608,C.J. Riley,North Carolina State,ACC,12,0,3,1,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,cj-riley-1
609,Corey Dyches*,Maryland,Big Ten,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,corey-dyches-1
610,Courtney Jackson,Syracuse,ACC,12,0,3,1,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,courtney-jackson-2
611,Daniyel Ngata*,Arizona State,Pac-12,11,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.2,,daniyel-ngata-1
612,DeAndre Hughes*,Air Force,MWC,10,3,0,0,0,0,0,0,3,0,0,0,0,3,0,24,2.4,,deandre-hughes-1
613,Deon McIntosh*,Washington State,Pac-12,11,3,1,0,0,0,0,0,4,0,0,0,0,0,0,24,2.2,,deon-mcintosh-1
614,Derrick Deese,San Jose State,MWC,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,derrick-deese-1
615,Deshaun Fenwick*,Oregon State,Pac-12,12,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,deshaun-fenwick-1
616,Devin Maddox*,Toledo,MAC,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,devin-maddox-1
617,Devon Williams*,Oregon,Pac-12,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,devon-williams-2
618,D.J. Uiagalelei*,Clemson,ACC,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,dj-uiagalelei-1
619,Dominic Richardson*,Oklahoma State,Big 12,14,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,1.7,,dominic-richardson-1
620,Donovan Edwards*,Michigan,Big Ten,12,3,1,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,donovan-edwards-1
621,Dontae Smith,Georgia Tech,ACC,12,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,dontae-smith-1
622,Eddie Lewis,Memphis,American,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,eddie-lewis-2
623,Elelyon Noa*,Utah State,MWC,14,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,1.7,,elelyon-noa-1
624,Elijah Cooks*,Nevada,MWC,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,6.0,,elijah-cooks-1
625,Elijah Higgins,Stanford,Pac-12,10,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.4,,elijah-higgins-1
626,Emari Demercado,Texas Christian,Big 12,11,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.2,,emari-demercado-1
627,Eric Gray*,Oklahoma,Big 12,13,2,2,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,eric-gray-2
628,Garrett Greene*,West Virginia,Big 12,11,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.2,,garrett-greene-1
629,Gavin Bartholomew*,Pitt,ACC,14,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.7,,gavin-bartholomew-1
630,Graham Mertz*,Wisconsin,Big Ten,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,graham-mertz-1
631,Grant Calcaterra,SMU,American,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,grant-calcaterra-1
632,Grayson McCall*,Coastal Carolina,Sun Belt,11,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.2,,grayson-mccall-1
633,Harrison Waylee*,Northern Illinois,MAC,5,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,4.8,,harrison-waylee-1
634,Hassan Beydoun*,Eastern Michigan,MAC,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,hassan-beydoun-1
635,Jacob Copeland*,Florida,SEC,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,jacob-copeland-1
636,Jaetavian Toles,Tulane,American,12,1,3,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,jaetavian-toles-1
637,Jake Bentley,South Alabama,Sun Belt,10,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.4,,jake-bentley-2
638,Jalen Walker*,Miami (OH),MAC,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,jalen-walker-2
639,Jalen White,Georgia Southern,Sun Belt,12,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,jalen-white-1
640,Jalen Wydermyer,Texas A&M,SEC,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,jalen-wydermyer-1
641,Jalon Calhoun,Duke,ACC,12,1,3,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,jalon-calhoun-1
642,Jarquez Hunter*,Auburn,SEC,13,3,1,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,jarquez-hunter-1
643,Jawon Hamilton*,Eastern Michigan,MAC,11,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.2,,jawon-hamilton-1
644,Jaylen Wright*,Tennessee,SEC,9,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.7,,jaylen-wright-1
645,Jeff Sims,Georgia Tech,ACC,8,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,3.0,,jeff-sims-1
646,Jermaine Burton*,Georgia,SEC,14,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.7,,jermaine-burton-1
647,John Mitchell,Florida Atlantic,CUSA,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,john-mitchell-1
648,John Stephens Jr.*,Louisiana,Sun Belt,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,john-stephens-jr-1
649,Johnny Richardson*,UCF,American,13,3,1,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,johnny-richardson-4
650,Jonah Johnson,New Mexico State,Ind,11,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.2,,jonah-johnson-1
651,Jordan Byrd*,San Diego State,MWC,14,3,0,0,1,0,0,0,4,0,0,0,0,0,0,24,1.7,,jordan-byrd-1
652,Jordan Kerley,SMU,American,9,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.7,,jordan-kerley-1
653,Jordan Watkins*,Louisville,ACC,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,jordan-watkins-2
654,Justin Rigg*,Kentucky,SEC,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,justin-rigg-1
655,Kavosiey Smoke*,Kentucky,SEC,12,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,kavosiey-smoke-1
656,Kemore Gamble*,Florida,SEC,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,kemore-gamble-1
657,Kenny Tracy*,Miami (OH),MAC,12,3,1,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,kenny-tracy-1
658,Keric Wheatfall*,Fresno State,MWC,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,keric-wheatfall-1
659,Kevin Harris*,South Carolina,SEC,12,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,kevin-harris-5
660,Keyon Mozee*,Miami (OH),MAC,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,keyon-mozee-1
661,Kye Robichaux*,Western Kentucky,CUSA,13,3,1,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,kye-robichaux-1
662,Kyle Monangai*,Rutgers,Big Ten,11,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.2,,kyle-monangai-1
663,LaJohntay Wester,Florida Atlantic,CUSA,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,lajohntay-wester-1
664,Logan Diggs*,Notre Dame,Ind,8,3,1,0,0,0,0,0,4,0,0,0,0,0,0,24,3.0,,logan-diggs-1
665,Malik Nabers*,LSU,SEC,11,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.2,,malik-nabers-1
666,Mario Williams*,Oklahoma,Big 12,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,mario-williams-2
667,Bucky Irving*,Minnesota,Big Ten,12,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,markeise-irving-1
668,Master Teague*,Ohio State,Big Ten,8,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,3.0,,master-teague-1
669,Matt McDonald,Bowling Green,MAC,12,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,matt-mcdonald-1
670,Matt Myers,Buffalo,MAC,10,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.4,,matt-myers-2
671,Micah Bernard*,Utah,Pac-12,14,2,2,0,0,0,0,0,4,0,0,0,0,0,0,24,1.7,,micah-bernard-1
672,Michael Jefferson*,Louisiana,Sun Belt,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,michael-jefferson-1
673,Michael Mathison,Akron,MAC,11,0,3,0,1,0,0,0,4,0,0,0,0,0,0,24,2.2,,michael-mathison-1
674,Moose Muhammad III,Texas A&M,SEC,8,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,3.0,,moose-muhammad-iii-1
675,Nate Noel*,Appalachian State,Sun Belt,14,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,1.7,,nate-noel-1
676,Parker Washington*,Penn State,Big Ten,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,parker-washington-1
677,Payton Thorne*,Michigan State,Big Ten,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,payton-thorne-1
678,Rocko Griffin,Vanderbilt,SEC,11,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.2,,rocko-griffin-1
679,Roderic Burns*,North Texas,CUSA,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,roderic-burns-1
680,Rome Odunze,Washington,Pac-12,9,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.7,,rome-odunze-1
681,Ron Cook Jr.,Buffalo,MAC,12,3,1,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,ron-cook-jr-1
682,Ryan Montgomery*,Cincinnati,American,14,3,1,0,0,0,0,0,4,0,0,0,0,0,0,24,1.7,,ryan-montgomery-1
683,Samson Nacua*,BYU,Ind,13,1,3,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,samson-nacua-1
684,Skylar Thompson*,Kansas State,Big 12,10,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.4,,skylar-thompson-1
685,Steve Jenkins,Nevada-Las Vegas,MWC,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,steve-jenkins-3
686,Terrell Bynum,Washington,Pac-12,8,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,3.0,,terrell-bynum-1
687,Terrion Avery,South Alabama,Sun Belt,12,1,3,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,terrion-avery-1
688,Timmy Mcclain,South Florida,American,11,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,2.2,,timmy-mcclain-1
689,TJ Green*,Liberty,Ind,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,tj-green-4
690,Trae Barry,Boston College,ACC,10,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.4,,trae-barry-1
691,Travis Koontz*,Texas Tech,Big 12,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,travis-koontz-1
692,Tre Harris,Louisiana Tech,CUSA,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,tre-harris-1
693,Trent Thompson*,UTEP,CUSA,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,trent-thompson-2
694,Trevon Clark,California,Pac-12,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,trevon-clark-1
695,Tyjon Lindsey*,Oregon State,Pac-12,10,1,3,0,0,0,0,0,4,0,0,0,0,0,0,24,2.4,,tyjon-lindsey-1
696,Tyler Snead,East Carolina,American,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,2.0,,tyler-snead-1
697,Tyrin Smith*,UTEP,CUSA,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,24,1.8,,tyrin-smith-1
