Rk,Player,Team,Conf,G,XPM,XPA,XP%,FGM,FGA,FG%,Pts,Awards,Player-additional
51,Ben Sauls*,Pitt,ACC,13,47,47,100.0,20,24,83.3,107,,ben-sauls-1
52,Brandon Talton,Nevada,MWC,7,15,15,100.0,10,12,83.3,45,,brandon-talton-1
53,Kyle Ramsey*,Houston,American,9,38,39,97.4,5,6,83.3,53,,kyle-ramsey-1
54,Matthew Trickett*,Minnesota,Big Ten,13,46,46,100.0,15,18,83.3,91,,matthew-trickett-1
55,Jake Moody*,Michigan,Big Ten,14,60,60,100.0,29,35,82.9,147,,jake-moody-1
56,Chad Ryland*,Maryland,Big Ten,13,39,40,97.5,19,23,82.6,96,,chad-ryland-1
57,Ryan Coe*,Cincinnati,American,12,44,44,100.0,19,23,82.6,101,,ryan-coe-1
58,Jesus Gomez*,Eastern Michigan,MAC,13,47,47,100.0,14,17,82.4,89,,jesus-gomez-1
59,Jared Sackett*,UTSA,CUSA,14,59,59,100.0,22,27,81.5,125,,jared-sackett-2
60,Nathanial Vakos*,Ohio,MAC,14,49,50,98.0,22,27,81.5,115,,nathanial-vakos-1
61,Cam Little*,Arkansas,SEC,13,50,50,100.0,13,16,81.3,89,,cam-little-1
62,Ben VonGunten,Ball State,MAC,12,28,29,96.6,17,21,81.0,79,,ben-vongunten-1
63,Zack Long,Tulsa,American,12,44,45,97.8,17,21,81.0,95,,zack-long-1
64,Bert Auburn*,Texas,Big 12,13,55,55,100.0,21,26,80.8,118,,bert-auburn-1
65,Chase McGrath*,Tennessee,SEC,13,70,72,97.2,16,20,80.0,118,,chase-mcgrath-1
66,Collin Rogers*,SMU,American,13,58,58,100.0,16,20,80.0,106,,collin-rogers-1
67,Jack Browning*,San Diego State,MWC,13,30,30,100.0,20,25,80.0,90,,jack-browning-1
68,Matthew Shipley,Hawaii,MWC,13,27,28,96.4,16,20,80.0,75,,matthew-shipley-1
69,Quinn Maretzki,Army,Ind,12,41,44,93.2,8,10,80.0,65,,quinn-maretzki-1
70,William Ross,Virginia Tech,ACC,9,20,22,90.9,8,10,80.0,44,,william-ross-1
71,Carter Brown,Arizona State,Pac-12,12,33,33,100.0,11,14,78.6,66,,carter-brown-1
72,Dean Janikowski*,Washington State,Pac-12,12,40,41,97.6,11,14,78.6,73,,dean-janikowski-1
73,Harrison Mevis*,Missouri,SEC,13,33,33,100.0,22,28,78.6,99,,harrison-mevis-1
74,Michael Hayes,Georgia State,Sun Belt,12,41,42,97.6,11,14,78.6,74,,michael-hayes-4
75,Nate Van Zelst*,Wisconsin,Big Ten,11,35,35,100.0,11,14,78.6,68,,nate-van-zelst-1
76,Graham Nicholson*,Miami (OH),MAC,13,26,27,96.3,18,23,78.3,80,,graham-nicholson-1
77,John Richardson,Northern Illinois,MAC,12,31,31,100.0,18,23,78.3,85,,john-richardson-1
78,Kenneth Almendares*,Louisiana,Sun Belt,9,23,24,95.8,18,23,78.3,77,,kenneth-almendares-1
79,Adam Stage,Northwestern,Big Ten,12,17,17,100.0,7,9,77.8,38,,adam-stage-1
80,Andre Szmyt*,Syracuse,ACC,13,40,40,100.0,20,26,76.9,100,,andre-szmyt-1
81,B.T. Potter*,Clemson,ACC,14,49,49,100.0,20,26,76.9,109,,bt-potter-1
82,Ethan Sanchez,Old Dominion,Sun Belt,11,28,28,100.0,10,13,76.9,58,,ethan-sanchez-1
83,Michael Boyle,Colorado State,MWC,9,12,12,100.0,10,13,76.9,42,,michael-boyle-2
84,Randy Bond,Texas A&M,SEC,10,25,25,100.0,13,17,76.5,64,,randy-bond-1
85,Thomas Cluckey*,Toledo,MAC,14,52,52,100.0,13,17,76.5,91,,thomas-cluckey-1
86,Matthew Dapore*,Air Force,MWC,13,37,38,97.4,16,21,76.2,85,,matthew-dapore-1
87,Christian VanSickle*,Rice,CUSA,13,38,38,100.0,12,16,75.0,74,,christian-vansickle-1
88,Cory Munson*,Western Kentucky,CUSA,14,5,5,100.0,3,4,75.0,14,,cory-munson-1
89,Jake Pinegar*,Penn State,Big Ten,13,57,59,96.6,12,16,75.0,93,,jake-pinegar-1
90,Jordan Noyes*,Utah,Pac-12,12,34,34,100.0,6,8,75.0,52,,jordan-noyes-1
91,Michael Hughes,Appalachian State,Sun Belt,12,50,50,100.0,9,12,75.0,77,,michael-hughes-3
92,Mitchell Fineran*,Purdue,Big Ten,14,41,44,93.2,18,24,75.0,95,,mitchell-fineran-1
93,Noe Ruelas*,Connecticut,Ind,13,28,28,100.0,12,16,75.0,64,,noe-ruelas-1
94,Timmy Bleekrode,Nebraska,Big Ten,12,34,35,97.1,9,12,75.0,61,,timmy-bleekrode-1
95,Blake Grupe*,Notre Dame,Ind,13,49,49,100.0,14,19,73.7,91,,blake-grupe-1
96,Caleb Griffin*,Illinois,Big Ten,11,32,32,100.0,14,19,73.7,74,,caleb-griffin-1
97,Matthew Quinn*,UAB,CUSA,13,45,45,100.0,14,19,73.7,87,,matthew-quinn-2
98,John Mayers*,Baylor,Big 12,12,42,44,95.5,8,11,72.7,66,,john-mayers-1
99,Kade Hensley*,Coastal Carolina,Sun Belt,13,46,47,97.9,8,11,72.7,70,,kade-hensley-1
100,Massimo Biscardi*,Mississippi State,SEC,11,25,27,92.6,8,11,72.7,49,,massimo-biscardi-1
101,Cameron Carson,Massachusetts,Ind,12,13,13,100.0,13,18,72.2,52,,cameron-carson-1
102,Jacob Barnes,Louisiana Tech,CUSA,12,38,39,97.4,13,18,72.2,77,,jacob-barnes-1
103,Atticus Sappington*,Oregon State,Pac-12,10,15,16,93.8,5,7,71.4,30,,atticus-sappington-1
104,Brayden Narveson*,Western Kentucky,CUSA,13,59,59,100.0,15,21,71.4,104,,brayden-narveson-1
105,Buck Buchanan,Louisiana Tech,CUSA,12,0,0,,5,7,71.4,15,,buck-buchanan-1
106,Damian Ramos*,LSU,SEC,14,55,57,96.5,10,14,71.4,85,,damian-ramos-1
107,Luke Drzewiecki,New Mexico,MWC,8,6,6,100.0,10,14,71.4,36,,luke-drzewiecki-1
108,Nicholas Barr-Mira*,UCLA,Pac-12,13,61,61,100.0,15,21,71.4,106,,nicholas-barr-mira-1
109,Noah Burnette*,North Carolina,ACC,14,57,58,98.3,15,21,71.4,102,,noah-burnette-1
110,Anders Carlson,Auburn,SEC,9,22,22,100.0,12,17,70.6,58,,anders-carlson-1
111,Connor Coles*,Utah State,MWC,12,33,33,100.0,12,17,70.6,69,,connor-coles-1
112,Charles Campbell,Indiana,Big Ten,12,27,27,100.0,14,20,70.0,69,,charles-campbell-3
113,Ethan Albertson*,New Mexico State,Ind,10,30,31,96.8,7,10,70.0,51,,ethan-albertson-1
114,Will Bettridge,Virginia,ACC,7,12,14,85.7,7,10,70.0,33,,will-bettridge-1
115,Morgan Suarez,Florida Atlantic,CUSA,10,38,38,100.0,9,13,69.2,65,,morgan-suarez-1
116,Spencer Shrader,South Florida,American,12,37,37,100.0,9,13,69.2,64,,spencer-shrader-1
117,Camden Wise,James Madison,Sun Belt,11,50,52,96.2,11,16,68.8,83,,camden-wise-1
118,Mason Lawler*,Bowling Green,MAC,13,34,34,100.0,11,16,68.8,67,,mason-lawler-1
119,Palmer Domschke,Western Michigan,MAC,12,21,22,95.5,13,19,68.4,60,,palmer-domschke-1
120,Denis Lynch*,USC,Pac-12,14,74,74,100.0,15,22,68.2,119,,denis-lynch-1
121,Adam Mihalek*,Florida,SEC,13,42,43,97.7,14,21,66.7,84,,adam-mihalek-1
122,Andrew Conrad*,East Carolina,American,7,26,26,100.0,8,12,66.7,50,,andrew-conrad-1
123,Ben Raybon*,Mississippi State,SEC,13,20,22,90.9,4,6,66.7,32,,ben-raybon-1
124,Jadon Redding*,Utah,Pac-12,12,35,36,97.2,4,6,66.7,47,,jadon-redding-1
125,Jude McAtamney,Rutgers,Big Ten,12,23,24,95.8,12,18,66.7,59,,jude-mcatamney-1
126,Matt Ruffolo*,Kentucky,SEC,12,25,27,92.6,16,24,66.7,73,,matt-ruffolo-1
127,Noah Perez,Akron,MAC,5,11,11,100.0,6,9,66.7,29,,noah-perez-1
128,Taren Schive*,San Jose State,MWC,12,37,40,92.5,12,18,66.7,73,,taren-schive-1
129,Zach Schmit*,Oklahoma,Big 12,13,53,53,100.0,12,18,66.7,89,,zach-schmit-1
130,Andrew Glass,Kent State,MAC,12,31,31,100.0,17,26,65.4,82,,andrew-glass-1
131,Rece Verhoff*,Marshall,Sun Belt,13,33,35,94.3,13,20,65.0,72,,rece-verhoff-1
132,Dario Longhetto,California,Pac-12,12,31,32,96.9,11,17,64.7,64,,dario-longhetto-1
133,Bubba Baxa*,Houston,American,12,17,18,94.4,9,14,64.3,44,,bubba-baxa-1
134,Chris Tennant*,Kansas State,Big 12,7,23,25,92.0,9,14,64.3,50,,chris-tennant-1
135,Jake Oldroyd*,BYU,Ind,13,45,45,100.0,9,14,64.3,72,,jake-oldroyd-1
136,Abraham Montano*,Fresno State,MWC,12,34,35,97.1,12,19,63.2,70,,abraham-montano-1
137,Daniel Davies,Navy,American,12,19,19,100.0,10,16,62.5,49,,daniel-davies-1
138,Owen Daffer*,East Carolina,American,10,20,25,80.0,5,8,62.5,35,,owen-daffer-1
139,Antonio Zita,Charlotte,CUSA,12,36,36,100.0,3,5,60.0,45,,antonio-zita-2
140,Charlie Ham*,Duke,ACC,10,29,29,100.0,9,15,60.0,56,,charlie-ham-1
141,Jace Gilbert,Iowa State,Big 12,12,21,22,95.5,12,20,60.0,57,,jace-gilbert-1
142,Matthew Killam,Nevada,MWC,12,10,11,90.9,3,5,60.0,19,,matthew-killam-1
143,Ryan Fitzgerald*,Florida State,ACC,13,57,58,98.3,12,20,60.0,93,,ryan-fitzgerald-1
144,Chase Gabriel,Florida International,CUSA,11,23,24,95.8,7,12,58.3,44,,chase-gabriel-1
145,Cory Smigel,Akron,MAC,9,17,18,94.4,7,12,58.3,38,,cory-smigel-1
146,Joseph Bulovas,Vanderbilt,SEC,12,35,35,100.0,7,12,58.3,56,,joseph-bulovas-1
147,Nick Brown*,Liberty,Ind,13,40,41,97.6,11,19,57.9,73,,nick-brown-3
148,Jacob Borcila*,Kansas,Big 12,11,48,48,100.0,7,13,53.8,69,,jacob-borcila-1
149,Connor Lytton,Boston College,ACC,11,24,24,100.0,9,17,52.9,51,,connor-lytton-1
150,Ben Patton,Michigan State,Big Ten,6,15,16,93.8,4,8,50.0,27,,ben-patton-1
151,Brendan Farrell,Virginia,ACC,10,5,6,83.3,4,8,50.0,17,,brendan-farrell-1
152,Brett Money*,New Mexico State,Ind,8,11,11,100.0,1,2,50.0,14,,brett-money-1
153,Carter Davis,Florida Atlantic,CUSA,11,7,7,100.0,1,2,50.0,10,,carter-davis-1
154,Collin Smith*,North Carolina State,ACC,13,1,1,100.0,1,2,50.0,4,,collin-smith-2
155,Jack Stone,Michigan State,Big Ten,12,15,16,93.8,2,4,50.0,21,,jack-stone-2
156,John Love,Virginia Tech,ACC,2,3,3,100.0,1,2,50.0,6,,john-love-2
157,Kriston Esnard*,Tulane,American,6,20,20,100.0,3,6,50.0,29,,kriston-esnard-1
158,Luke Laminack*,Texas Christian,Big 12,15,6,7,85.7,1,2,50.0,9,,luke-laminack-1
159,Preston Stafford*,Louisiana,Sun Belt,4,15,15,100.0,2,4,50.0,21,,preston-stafford-2
160,Sander Sahaydak*,Penn State,Big Ten,7,1,1,100.0,1,2,50.0,4,,sander-sahaydak-1
161,Everett Hayes*,Oregon State,Pac-12,9,33,35,94.3,6,13,46.2,51,,everett-hayes-1
162,Marshall Meeder,Central Michigan,MAC,10,23,25,92.0,5,11,45.5,38,,marshall-meeder-1
163,George Steinkamp,New Mexico,MWC,12,10,11,90.9,3,7,42.9,19,,george-steinkamp-1
164,Aaron Blom*,Iowa,Big Ten,2,1,1,100.0,1,3,33.3,4,,aaron-blom-1
165,Caden Davis,Texas A&M,SEC,12,6,6,100.0,1,3,33.3,9,,caden-davis-1
166,Drake Nettles,Iowa State,Big 12,5,5,5,100.0,1,3,33.3,8,,drake-nettles-1
167,Josh Rolston,Central Michigan,MAC,12,4,6,66.7,1,3,33.3,7,,josh-rolston-1
168,Jude Kelley,Georgia Tech,ACC,6,7,7,100.0,2,6,33.3,13,,jude-kelley-1
169,Vito Calvaruso*,Wisconsin,Big Ten,2,7,7,100.0,1,3,33.3,10,,vito-calvaruso-1
170,Brendan Franke,Nebraska,Big Ten,12,0,0,,0,1,0.0,0,,brendan-franke-1
171,Carson Zilmer*,New Mexico State,Ind,3,0,0,,0,1,0.0,0,,carson-zilmer-1
172,Cayden Camper,Colorado State,MWC,2,2,3,66.7,0,1,0.0,2,,cayden-camper-1
173,Connor Madden,James Madison,Sun Belt,11,0,0,,0,1,0.0,0,,connor-madden-1
174,Daniel Obarski*,UCF,American,3,10,10,100.0,0,2,0.0,10,,daniel-obarski-1
175,Evan Warren,Navy,American,12,2,2,100.0,0,1,0.0,2,,evan-warren-1
176,Gino Garcia*,Texas Tech,Big 12,3,7,7,100.0,0,1,0.0,7,,gino-garcia-1
177,Isaiah Hankins*,Baylor,Big 12,2,8,9,88.9,0,1,0.0,8,,isaiah-hankins-1
178,Jack Olsen,Northwestern,Big Ten,1,1,1,100.0,0,1,0.0,1,,jack-olsen-1
179,Liam Gray*,Coastal Carolina,Sun Belt,10,0,0,,0,1,0.0,0,,liam-gray-1
180,Michael Lantz*,Georgia Southern,Sun Belt,13,0,0,,0,2,0.0,0,,michael-lantz-1
181,Rory Bell,Temple,American,12,10,10,100.0,0,2,0.0,10,,rory-bell-1
182,Tim Horn*,Rice,CUSA,13,0,0,,0,1,0.0,0,,tim-horn-3
183,Addison Shrock*,Washington,Pac-12,1,1,1,100.0,0,0,,1,,addison-shrock-1
184,Aidan Ellison,Arkansas State,Sun Belt,1,1,1,100.0,0,0,,1,,aidan-ellison-1
185,Alex Hale*,Oklahoma State,Big 12,4,2,2,100.0,0,0,,2,,alex-hale-1
186,Alex Herrera*,South Carolina,SEC,3,3,3,100.0,0,0,,3,,alex-herrera-1
187,Andre Meono*,Fresno State,MWC,1,1,2,50.0,0,0,,1,,andre-meono-1
188,Andrew Stein*,Southern Mississippi,Sun Belt,1,1,1,100.0,0,0,,1,,andrew-stein-1
189,Anth Rodriguez*,Air Force,MWC,4,7,7,100.0,0,0,,7,,anth-rodriguez-1
190,Caleb Krockover*,Purdue,Big Ten,1,1,1,100.0,0,0,,1,,caleb-krockover-1
191,Cash Peterman*,BYU,Ind,2,1,1,100.0,0,0,,1,,cash-peterman-1
192,Chris Cayton*,North Texas,CUSA,1,3,4,75.0,0,0,,3,,chris-cayton-1
193,Christian Lowery*,Cincinnati,American,1,1,1,100.0,0,0,,1,,christian-lowery-1
194,Christian Schanefelt*,Ole Miss,SEC,1,2,2,100.0,0,0,,2,,christian-schanefelt-2
195,Dom Dzioban*,Miami (OH),MAC,13,1,1,100.0,0,0,,1,,dom-dzioban-1
196,Emmet Kenney,Stanford,Pac-12,2,0,1,0.0,0,0,,0,,emmet-kenney-1
197,Ezekeal Mata*,LSU,SEC,1,1,1,100.0,0,0,,1,,ezekeal-mata-1
198,Graham Dable*,Tulane,American,1,1,1,100.0,0,0,,1,,graham-dable-1
199,Jace Feely,Arizona State,Pac-12,4,1,1,100.0,0,0,,1,,jace-feely-1
200,Jarrett Reeser*,San Diego State,MWC,3,1,1,100.0,0,0,,1,,jarrett-reeser-1
201,Jason Stricker*,Liberty,Ind,13,1,1,100.0,0,0,,1,,jason-stricker-1
202,Johan Silver,Kent State,MAC,3,4,4,100.0,0,0,,4,,johan-silver-1
203,Jonathan Weitz*,Clemson,ACC,1,1,1,100.0,0,0,,1,,jonathan-weitz-1
204,Joseph Firebaugh Jr.*,UCLA,Pac-12,2,2,2,100.0,0,0,,2,,joseph-firebaugh-jr-1
205,Josh Smith,Kent State,MAC,12,1,1,100.0,0,0,,1,,josh-smith-19
206,Keegan Shackford,Iowa State,Big 12,9,1,1,100.0,0,0,,1,,keegan-shackford-1
207,Liam Connor,Boston College,ACC,7,0,1,0.0,0,0,,0,,liam-connor-1
208,Parker Grothaus,West Virginia,Big 12,12,2,3,66.7,0,0,,2,,parker-grothaus-1
209,Reese Burkhardt*,UAB,CUSA,13,2,2,100.0,0,0,,2,,reese-burkhardt-1
210,Rhett Andersen*,Michigan,Big Ten,1,1,1,100.0,0,0,,1,,rhett-andersen-1
211,Robert Gunn III*,Clemson,ACC,3,1,1,100.0,0,0,,1,,robert-gunn-iii-1
212,Sean Meisler*,Marshall,Sun Belt,2,4,4,100.0,0,0,,4,,sean-meisler-1
213,Stephen Rusnak,Michigan State,Big Ten,2,1,1,100.0,0,0,,1,,stephen-rusnak-1
214,Toby Wilson*,Tennessee,SEC,4,5,6,83.3,0,0,,5,,toby-wilson-1
215,Tommy Doman*,Michigan,Big Ten,4,2,2,100.0,0,0,,2,,tommy-doman-1
216,Trey Finison*,LSU,SEC,3,3,3,100.0,0,0,,3,,trey-finison-1
217,Trey Gronotte,Army,Ind,3,2,2,100.0,0,0,,2,,trey-gronotte-1
218,Will Faris,Vanderbilt,SEC,2,1,1,100.0,0,0,,1,,will-faris-1
219,Zach Murphy*,Wake Forest,ACC,13,3,3,100.0,0,0,,3,,zach-murphy-1
