Player,Class,Pos,Summary
Alan Bowman,SR,QB,"204 Cmp, 340 Att, 2423 Yds, 16 TD"
Maealiuaki Smith,SO,QB,"44 Cmp, 74 Att, 489 Yds, 2 TD"
Garret Rangel,JR,QB,"17 Cmp, 33 Att, 192 Yds, 2 TD"
Zane Flores,SO,QB,
Garret Wilson,SO,QB,
Ollie Gordon,SR,RB,"190 Att, 880 Yds, 4.6 Avg"
Sesi Vailahi,SO,RB,"42 Att, 99 Yds, 2.4 Avg"
Trent Howland,SR,RB,"41 Att, 230 Yds, 5.6 Avg"
Rodney Fields Jr.,SO,RB,"21 Att, 99 Yds, 4.7 Avg"
Jaden Allen-Hendrix,SO,RB,
Hudson Devins,SO,RB,
AJ Green,SR,RB,
Seth Swirczynski,JR,RB,
Holden Thompson,SO,RB,
C.J. Williams,SO,RB,
Brennan Presley,SR,WR,"90 Rec, 767 Yds, 8.5 Avg"
De'Zhaun Stribling,SR,WR,"52 Rec, 882 Yds, 17.0 Avg"
Rashod Owens,SR,WR,"32 Rec, 515 Yds, 16.1 Avg"
Talyn Shettron,JR,WR,"12 Rec, 245 Yds, 20.4 Avg"
Gavin Freeman,SR,WR,"6 Rec, 45 Yds, 7.5 Avg"
Da'Wain Lofton,SR,WR,"6 Rec, 140 Yds, 23.3 Avg"
Ayo Shotomide-King,JR,WR,"5 Rec, 48 Yds, 9.6 Avg"
Cale Cabbiness,SR,WR,"2 Rec, 14 Yds, 7.0 Avg"
Camron Heard,SO,WR,"2 Rec, 39 Yds, 19.5 Avg"
Kyler Pearson,SR,WR,"1 Rec, 7 Yds, 7.0 Avg"
Tykie Andrews,SO,WR,
Tr̩ Griffiths,SO,WR,
Braden Baize,SO,WR,
Jaxon Deason,JR,WR,
Marcus Dockins Jr.,JR,WR,
Mason Gilkey,JR,WR,
Cutter Greene,SO,WR,
Jalen Pope,SO,WR,
Heston Thompson,SO,WR,
Ty Walls,SO,WR,
Josh Ford,SO,TE,"10 Rec, 92 Yds, 9.2 Avg"
Tyler Foster,SR,TE,"3 Rec, 19 Yds, 6.3 Avg"
Quinton Stewart,SR,TE,
Joe Bisso,SO,TE,
Dominic Grein,SO,TE,
Tabry Shettron,JR,TE,
Cole Birmingham,SR,OL,
Dalton Cooper,SR,OL,
Davis Dotson,JR,OL,
Jack Endean,SO,OL,
Isaia Glass,SR,OL,
Austin Kawecki,JR,OL,
Hilton Marsh,SR,OL,
Noah Mckinney,JR,OL,
Joe Michalski,SR,OL,
Taylor Miterko,SR,OL,
Jakobe Sanders,SO,OL,
Jake Springfield,SR,OL,
Preston Wilson,SR,OL,
Jason Brooks Jr.,SR,OL,
Caleb Hackleman,SO,OL,
Calvin Harvey,JR,OL,
Jarrett Henry,JR,OL,
Wyatt Holmes,SO,OL,
Aiden Isaacs,SO,OL,
Ashton Isaacs,SO,OL,
Chauncey Johnson,SO,OL,
Nuku Mafi,SO,OL,
Jamison Mejia,SO,OL,
Wiley Sills,SO,OL,
Gage Stanaland,SO,OL,
Logan Ward,SR,K,
David Arriaga,SO,K,
Kason Shrum,SR,K,
Drake Tabor,SR,K,
Jonathan Agumadu,SO,LB,
Gabe Brown,JR,LB,
Chance Clements,JR,LB,
Justin Crutchmer,SO,LB,
Ike Esonwune,SO,LB,
Nickolas Martin,SR,LB,
Andrew McCall,SO,LB,
Collin Oliver,SR,LB,
Jeff Roberson,SR,LB,
Yamil Talib,SO,LB,
Poasa Utu,SO,LB,
Justin Wright,SR,LB,
Charles Christopher III,SO,LB,
Temerrick Johnson,SO,LB,
Grant Mirabal,SO,LB,
Chris Robinson,JR,LB,
Gunnar Wilson,SO,LB,
Hudson Kaak,JR,P,
Wes Pahl,SR,P,
Jake Schultz,SR,FB,
De'Kelvion Beamon,SR,CB,
Korie Black,SR,CB,
DeSean Brown,JR,DE,
Collin Clay,SR,DT,
Landyn Cleveland,SO,S,
Kendal Daniels,SR,S,
Aidan Davenport,SR,LS,
Landon Dean,JR,DE,
Reed DeQuasie,SO,S,
Bryce Drummond,SR,FB,
Cameron Epps,JR,S,
Obi Ezeigbo,SR,DE,
Shea Freibaum,JR,LS,
Raymond Gay II,SR,CB,
Kenneth Harris,SR,CB,
Kobe Hylton,SR,S,
Jaleel Johnson,JR,DE,
David Kabongo,SO,S,
Aden Kelley,SR,DT,
Justin Kirkland,SR,DT,
Cooper Lai,SO,S,
RJ Lester,SO,CB,
Garrick Martin,SR,S,
Luke McEndoo,SR,FB,
Iman Oates,SR,DT,
Jacobi Oliphant Jr.,SO,CB,
Lyrik Rawls,SR,S,
Parker Robertson,SR,S,
Xavier Ross,SR,DE,
Trey Rucker,SR,S,
Cam Smith,SR,CB,
Dylan Smith,JR,S,
Kale Smith,SR,CB,
Kody Walterscheid,SR,DE,
Kade Welcher,SR,S,
Ty Williams,SR,S,
DeSean Buckner,SR,CB,
LaDainian Fields,SO,CB,
Jaedon Foreman,SO,DE,
Kam Franklin,SO,S,
Christian Hurd,SO,S,
Talon Kendrick,SO,S,
Bismillah Muhammad,SO,CB,
Willie Nelson,SO,S,
Armstrong Nnodim,SO,DE,
Patrick Ojo,JR,DE,
AJ Ridener,JR,DT,
Gabriel Rodriguez,SO,S,
Evan Smith,JR,CB,
Jaelen Tucker,JR,DT,
Luke Webb,SO,DT,
Tywon Wray Jr.,SO,S,
Austin Young,SO,DE,
