Player,Class,Pos,Summary
Tucker Gleason,SR,QB,"233 Cmp, 385 Att, 2808 Yds, 24 TD"
John Alan Richter,JR,QB,"43 Cmp, 67 Att, 497 Yds, 4 TD"
Jacob DeHaan,SO,QB,
RJ Johnson III,SO,QB,
Kalieb Osborne,SO,QB,
Trey Whirley,SO,QB,
Connor Walendzak,JR,RB,"128 Att, 458 Yds, 3.6 Avg"
Jacquez Stuart,SR,RB,"68 Att, 269 Yds, 4.0 Avg"
Sevaughn Clark,SR,RB,"65 Att, 215 Yds, 3.3 Avg"
Willie Shaw III,SR,RB,"46 Att, 190 Yds, 4.1 Avg"
Dane Nauman,SO,RB,"6 Att, 15 Yds, 2.5 Avg"
Mike Drennen,SR,RB,
Lucas Laroche,SR,RB,
Kristian Pechac,SR,RB,
Junior Vandeross III,SR,WR,"85 Rec, 957 Yds, 11.3 Avg"
Jerjuan Newton,SR,WR,"72 Rec, 1048 Yds, 14.6 Avg"
Zy'marion Lang,SO,WR,"4 Rec, 60 Yds, 15.0 Avg"
Terrell Crosby,JR,WR,"1 Rec, 2 Yds, 2.0 Avg"
Eric Holley,JR,WR,"14 Rec, 126 Yds, 9.0 Avg"
Thomas Zsiros,SR,WR,"12 Rec, 148 Yds, 12.3 Avg"
Jaden Dottin,SR,WR,"9 Rec, 123 Yds, 13.7 Avg"
Cooper Rusk,JR,WR,"2 Rec, 8 Yds, 4.0 Avg"
Larry Stephens,SR,WR,"1 Rec, 31 Yds, 31.0 Avg"
Jediyah Willoughby,SO,WR,"1 Rec, 10 Yds, 10.0 Avg"
Julian Allen,SO,WR,
Tashi Braceful,SO,WR,
Bryson Hammer,SO,WR,
Daryl Barnett Jr.,SO,WR,
Javion Bostic,SO,WR,
Javon Brown,SO,WR,
Marcellus Crutchfield,SR,WR,
Anthony Torres,SR,TE,"31 Rec, 404 Yds, 13.0 Avg"
CC Ezirim,JR,TE,"1 Rec, 27 Yds, 27.0 Avg"
Justin Stephens,SR,TE,"1 Rec, 17 Yds, 17.0 Avg"
Connor Jones,SR,TE,
Donivon Thomas,JR,TE,
Sam Lee,SR,TE,
Blake Nelson,JR,TE,
Tysen Smith,SO,TE,
Drew Beckenhaupt,SR,OL,
Carter Fouty,SR,OL,
Stephen Gales,JR,OL,
Jakob James,SR,OL,
"Allen Jones, Jr.",SR,OL,
Brian Keane,JR,OL,
Rod Orr,SR,OL,
Cole Rhett,SO,OL,
Ethan Spoth,JR,OL,
Ibrahim Traore,SR,OL,
Grant Zimmerly,SO,OL,
Colbyn Daniel,SO,OL,
Jake Grimm,SO,OL,
Matt Hofer,SO,OL,
Pete Jarvis,SO,OL,
Maddox Marcotte,JR,OL,
Chase Riedel,JR,OL,
Garrett Schwiebert,SR,OL,
Alek Winner,SO,OL,
Spencer Conrad,SO,K,
Dylan Cunanan,SO,K,
Michael Denning,SR,K,
Nick Pawlak,SR,K,
Liam Quigley,SO,K,
Anthony Dunn Jr,SR,DL,
Travion Ford,JR,DL,
Zach Potter,SO,DL,
Andrew Sims,SO,DL,
Jackson Barrow,SR,LB,
Daniel Bolden,SR,LB,
Chris D'Appolonia,JR,LB,
Malachi Davis,JR,LB,
Lance Dixon,SR,LB,
Kiel Eldridge,SR,LB,
Deshawn Holt,SR,LB,
Damon Ollison II,SR,LB,
Jeremiah Peters,SR,LB,
K'Von Sherman,JR,LB,
Eric Williams,SO,LB,
Isaac Zay,SO,LB,
Trae Gaston,SO,LB,
Owen Gibbs,JR,LB,
Ibraheem Kamara,SO,LB,
C.J. Wilson Jr.,SR,LB,
Braden Awls,JR,DB,
Ezekiel Blake,SR,DB,
Kaden Holmes,SO,DB,
Sam Jr.,FR,DB,
Jadarrius Perkins,SR,DB,
Andre Fuller,SR,DB,
Emilio Duran,JR,P,
Darius Alexander,SR,DT,
Matthew Bailey,SR,LS,
Jay'Quan Bostic,SO,S,
Nasir Bowers,SR,CB,
Cavon Butler,SR,DT,
Esean Carter,SR,DT,
Carlos Hazelwood,SO,DT,
Dylan Hohler,SO,S,
Maxen Hook,SR,S,
Tommy Huss,SO,DE,
Tyler McKinstry,SO,CB,
Emmanuel McNeil-Warren,SR,S,
Hyajah Miller,SO,CB,
Shawn Munnerlyn,SR,DE,
Martez Poynter,SR,DT,
D'Andre Ragin,SR,DE,
Doran Ray Jr.,SR,DT,
Peyton Reasonover,JR,CB,
James Roe,SO,LS,
Laith Shamma,SO,DE,
Sam Smith Jr.,SO,S,
Avery Smith,SR,CB,
Nicholas Thompson,SO,CB,
Landen Delich,SO,S,
Michael-Arinz̩ Ezirim,SO,S,
Amare Garrett,SO,CB,
Jacob Kropchak,SO,OG,
Josh Lee,JR,DE,
Wayne Peart II,SO,DT,
Trey Szykowny,SR,LS,
