Player,Class,Pos,Summary
Diego Pavia,SR,QB,"177 Cmp, 298 Att, 2293 Yds, 20 TD"
Nate Johnson,JR,QB,"1 Cmp, 3 Att, 12 Yds, 0 TD"
Blaze Berlowitz,SO,QB,
Drew Dickey,SR,QB,
Hayden Moses,SR,QB,
Whit Muschamp,SO,QB,
J̩r̩my St-Hilaire,SO,QB,
Brennan Storer,JR,QB,
Sedrick Alexander,JR,RB,"164 Att, 586 Yds, 3.6 Avg"
AJ Newberry,JR,RB,"41 Att, 185 Yds, 4.5 Avg"
Jamoni Jones,SR,RB,"18 Att, 54 Yds, 3.0 Avg"
Chase Gillespie,SR,RB,"15 Att, 51 Yds, 3.4 Avg"
Dominic Rezac,SR,RB,
Jake Balis,SO,RB,
Johann Cardenas,SO,RB,
Isaiah Fontan,SR,RB,
Richie Hoskins,SR,WR,"11 Rec, 131 Yds, 11.9 Avg"
Junior Sherrill,JR,WR,"29 Rec, 411 Yds, 14.2 Avg"
Quincy Skinner Jr.,SR,WR,"29 Rec, 367 Yds, 12.7 Avg"
Tristen Brown,SO,WR,"3 Rec, 27 Yds, 9.0 Avg"
Landon Wells,SR,WR,
Loic Fouonji,SR,WR,"12 Rec, 187 Yds, 15.6 Avg"
Joseph McVay,SO,WR,"1 Rec, 65 Yds, 65.0 Avg"
Dariyan Wiley,SR,WR,"1 Rec, 8 Yds, 8.0 Avg"
Boski Barrett,SO,WR,
Brycen Coleman,SO,WR,
Hutch Baird,SR,WR,
Ty Burd,JR,WR,
Jeremiah Dillon,JR,WR,
Witt Edwards,SO,WR,
Jackson Heis,JR,WR,
Derek Kee,JR,WR,
Jamezell Lassiter,SO,WR,
Eli Stowers,JR,TE,"49 Rec, 638 Yds, 13.0 Avg"
Cole Spence,SR,TE,"10 Rec, 101 Yds, 10.1 Avg"
Kamrean Johnson,JR,TE,"1 Rec, 6 Yds, 6.0 Avg"
Emmanuel Adebi,SR,TE,
Hayden Bray,SR,TE,
Tyler Fortenberry,SR,TE,
Charlie Clark,SR,OL,
Gunnar Hansen,SR,OL,
Steven Hubbard,SR,OL,
Steven Losoya III,SR,OL,
Cade McConnell,SR,OL,
Chase Mitchell,SR,OL,
Gage Pitchford,SR,OL,
Misael Sandoval,JR,OL,
Cooper Starks,JR,OL,
Kevo Wesley,SR,OL,
Delfin Xavier Castillo,SR,OL,
Cameron Bosen,SO,OL,
Max Fisher,JR,OL,
Duncan MacDonald,SR,OL,
Anthony Miles,JR,OL,
Grayson Morgan,SR,OL,
Josh Raymond,SO,OL,
David Siegel,SR,OL,
Keegan Wechsler,JR,OL,
CJ Williams,SO,OL,
Will Faris,SR,K,
Brock Taylor,JR,K,
Will Conley,SR,K,
Mason Rohmiller,SR,K,
Darren Agu,SR,DL,
BJ Diakite,SR,DL,
Aeneas Dicosmo,SR,DL,
Ted Gregoire,JR,DL,
Christian James,SR,DL,
Devin Lee,SR,DL,
Bradley Mann,SR,DL,
Yilanan Outtara,SR,DL,
Nicholas Rinaldi,SR,DL,
Jailen Ruth,JR,DL,
Glenn Seabrooks III,SO,DL,
Khordae Sydnor,JR,DL,
De'Marion Thomas,JR,DL,
Linus Zunk,SR,DL,
Simeon Boulware,SO,DL,
Evan Herrmann,JR,DL,
Jacob Katona,SR,DL,
Ty Bartholomew,JR,LB,
Miles Capers,SR,LB,
Carson Casteel,SR,LB,
Bryce Cowan,SR,LB,
Randon Fontenette,JR,LB,
Daniel Gaw,SR,LB,
Prince Kollie,SR,LB,
Bryan Longwell,JR,LB,
Langston Patterson,SR,LB,
Jamison Curtis,SO,LB,
Jalen Gilbert,SO,DB,
Maurice Hampton Jr.,SR,DB,
Martel Hight,JR,DB,
Steven Sannieniola,SR,DB,
Marlen Sewell,SR,DB,
Jeffrey Ugochukwu,SR,DB,
Alan Wright,SR,DB,
Micah Bell,SO,DB,
Payne Daniel,JR,DB,
Mustafa Dannett,SR,DB,
Brail Lipford,SR,DB,
Jesse Mirco,SR,P,
Conor Weasler,JR,P,
Gabe Fisher,JR,FB,
Julian Ashby,SR,LS,
Trudell Berry,SR,CB,
Dontae Carter,SO,S,
Mason Carter,SO,DE,
Jaylin Lackey,SO,CB,
Tyson Russell,SR,CB,
CJ Taylor,SR,S,
Kolbey Taylor,SR,CB,
Zaylin Wood,SR,DT,
De'Rickey Wright,SR,S,
Larry Benton III,SO,,
Callahan Blair,SO,DE,
Mark Davis,SR,CB,
Tate Hamby,SO,S,
Thomas Jones,SO,CB,
Alvin Williamson Jr.,SO,CB,
