Player,Class,Pos,Summary,Player-additional
Garrett Shrader,SR,QB,205 Cmp 317 Att 2640 Yds 17 TD,garrett-shrader-1
Carlos Del Rio-Wilson,SO,QB,22 Cmp 51 Att 342 Yds 1 TD,carlos-del-rio-wilson-1
Luke MacPhail,SO,QB,,luke-macphail-1
Justin Lamson,SO,QB,,justin-lamson-1
JaCobian Morgan,SO,QB,,jacobian-morgan-1
LeQuint Allen,SO,RB,41 Att 274 Yds 6.7 Avg,lequint-allen-1
Sean Tucker,JR,RB,206 Att 1060 Yds 5.1 Avg,sean-tucker-2
Juwuan Price,JR,RB,8 Att 39 Yds 4.9 Avg,juwuan-price-1
Chris Elmore,SR,RB,,chris-elmore-1
Mario Escobar,SO,RB,,mario-escobar-1
Josh Escobar,SO,RB,,josh-escobar-1
David Obeng-Agyapong,SO,RB,,david-obeng-agyapong-1
Joe Pinjuh,SO,RB,,joe-pinjuh-1
Trebor Pena,JR,WR,22 Rec 203 Yds 9.2 Avg,trebor-pena-1
Courtney Jackson,JR,WR,15 Rec 201 Yds 13.4 Avg,courtney-jackson-2
Oronde Gadsden II,JR,WR,61 Rec 969 Yds 15.9 Avg,oronde-gadsden-ii-1
Devaughn Cooper,SR,WR,36 Rec 490 Yds 13.6 Avg,devaughn-cooper-1
Damien Alford,JR,WR,20 Rec 429 Yds 21.5 Avg,damien-alford-1
D'Marcus Adams,SR,WR,6 Rec 180 Yds 30.0 Avg,dmarcus-adams-1
Isaiah Jones,JR,WR,4 Rec 60 Yds 15.0 Avg,isaiah-jones-3
Umari Hatcher,SO,WR,3 Rec 42 Yds 14.0 Avg,umari-hatcher-1
C.J. Hayes,SR,WR,1 Rec 5 Yds 5.0 Avg,cj-hayes-1
Anthony Queeley,SR,WR,1 Rec 12 Yds 12.0 Avg,anthony-queeley-1
Donovan Brown,SO,WR,,donovan-brown-1
Kendall Long,SO,WR,,kendall-long-1
Sam Warren,JR,WR,,sam-warren-1
Nate Wellington,JR,WR,,nate-wellington-1
Kyle Acker,SO,WR,,kyle-acker-1
Dom Foster,SO,WR,,dom-foster-1
Maximilian Mang,JR,TE,5 Rec 31 Yds 6.2 Avg,maximilian-mang-1
Dan Villari,SO,TE,1 Rec 22 Yds 22.0 Avg,dan-villari-1
Wes Hoeh,SO,TE,,wes-hoeh-1
Steven Mahar Jr.,JR,TE,,steven-mahar-jr-1
Carter Clark,SO,TE,,carter-clark-1
Josh Kubala,SO,TE,,josh-kubala-1
Matthew Bergeron,SR,OL,,matthew-bergeron-2
Christopher Bleich,SR,OL,,christopher-bleich-1
Jakob Bradford,JR,OL,,jakob-bradford-1
Enrique Cruz Jr.,SO,OL,,enrique-cruz-jr-1
Joe Cruz,SO,OL,,joe-cruz-1
Dakota Davis,SR,OL,,dakota-davis-1
Kalan Ellis,JR,OL,,kalan-ellis-1
Josh Ilaoa,JR,OL,,josh-ilaoa-1
