Player,Class,Pos,Summary,Player-additional
Garrett Greene,JR,QB,147 Cmp 277 Att 2406 Yds 16 TD,garrett-greene-1
Nicco Marchiol,SO,QB,30 Cmp 53 Att 247 Yds 2 TD,nicco-marchiol-1
Sean Boyle,FR,QB,,sean-boyle-2
Grant Cochran,FR,QB,,grant-cochran-1
Jackson Crist,SO,QB,,jackson-crist-1
Scott Kean,FR,QB,,scott-kean-1
CJ Donaldson,SO,RB,171 Att 798 Yds 4.7 Avg,cj-donaldson-1
Jahiem White,FR,RB,109 Att 842 Yds 7.7 Avg,jahiem-white-1
Jaylen Anderson,SO,RB,44 Att 147 Yds 3.3 Avg,jaylen-anderson-2
Justin Johnson Jr.,JR,RB,38 Att 150 Yds 3.9 Avg,justin-johnson-jr-1
DJ Oliver,FR,RB,12 Att 47 Yds 3.9 Avg,dj-oliver-1
Judah Price,FR,RB,,judah-price-1
Traylon Ray,FR,WR,18 Rec 321 Yds 17.8 Avg,traylon-ray-1
Rodney Gallagher,FR,WR,10 Rec 74 Yds 7.4 Avg,rodney-gallagher-1
EJ Horton,JR,WR,10 Rec 201 Yds 20.1 Avg,ej-horton-2
Preston Fox,SO,WR,26 Rec 368 Yds 14.2 Avg,preston-fox-1
Jarel Williams,SO,WR,,jarel-williams-1
Devin Carter,SR,WR,27 Rec 501 Yds 18.6 Avg,devin-carter-2
Hudson Clement,FR,WR,22 Rec 480 Yds 21.8 Avg,hudson-clement-1
Cortez Braham,SR,WR,3 Rec 17 Yds 5.7 Avg,cortez-braham-1
CJ Cole,SO,WR,2 Rec 17 Yds 8.5 Avg,cj-cole-1
Ja'Shaun Poke,SR,WR,2 Rec 11 Yds 5.5 Avg,jashaun-poke-2
Jeremiah Aaron,JR,WR,1 Rec 8 Yds 8.0 Avg,jeremiah-aaron-1
Tyler Evans,FR,WR,,tyler-evans-4
Taran Fitzpatrick,FR,WR,,taran-fitzpatrick-1
Graeson Malashevich,JR,WR,,graeson-malashevich-1
Davis Mallinger,SO,WR,,davis-mallinger-1
Noah Massey,SR,WR,,noah-massey-2
Ryan Wolfe,FR,WR,,ryan-wolfe-2
Kole Taylor,JR,TE,35 Rec 444 Yds 12.7 Avg,kole-taylor-2
Treylan Davis,SO,TE,2 Rec 2 Yds 1.0 Avg,treylan-davis-1
Will Dixon,FR,TE,,will-dixon-1
Victor Wikstrom,SO,TE,,victor-wikstrom-1
Noah Braham,FR,TE,,noah-braham-1
Carson Everhart,SO,TE,,carson-everhart-1
TJ Johnston,FR,TE,,tj-johnston-1
