Player,Class,Pos,Summary,Player-additional
Aidan O'Connell,JR,QB,88 Cmp 136 Att 916 Yds 7 TD,aidan-oconnell-1
Jack Plummer,SO,QB,88 Cmp 124 Att 938 Yds 8 TD,jack-plummer-1
Michael Alaimo,FR,QB,,michael-alaimo-1
Jack Albers,FR,QB,,jack-albers-1
Austin Burton,JR,QB,,austin-burton-1
Andrew Hobson,FR,QB,,andrew-hobson-1
Alexander Horvath,JR,RB,89 Att 442 Yds 5.0 Avg,alexander-horvath-1
King Doerue,SO,RB,17 Att 64 Yds 3.8 Avg,king-doerue-1
Alfred Armour,SO,RB,,alfred-armour-1
Da'Joun Hewitt,FR,RB,,dajoun-hewitt-1
Henry Lewis,FR,RB,,henry-lewis-1
Tirek Murphy,FR,RB,,tirek-murphy-1
Rondale Moore,SO,WR,35 Rec 270 Yds 7.7 Avg,rondale-moore-1
Milton Wright,SO,WR,24 Rec 305 Yds 12.7 Avg,milton-wright-1
Amad Anderson Jr.,SO,WR,5 Rec 19 Yds 3.8 Avg,amad-anderson-jr-1
David Bell,SO,WR,53 Rec 625 Yds 11.8 Avg,david-bell-6
Jared Sparks,SR,WR,4 Rec 38 Yds 9.5 Avg,jared-sparks-1
Jackson Anthrop,SR,WR,3 Rec 33 Yds 11.0 Avg,jackson-anthrop-1
TJ Sheffield,FR,WR,2 Rec 11 Yds 5.5 Avg,tj-sheffield-1
Maliq Carr,FR,WR,1 Rec 15 Yds 15.0 Avg,maliq-carr-1
Marcellus Moore,FR,WR,,marcellus-moore-1
Camdyn Childers,FR,WR,,camdyn-childers-1
Alex Maxwell,FR,WR,,alex-maxwell-1
Mershawn Rice,FR,WR,,mershawn-rice-1
Daniel Roach,FR,WR,,daniel-roach-1
Jake Smith,FR,WR,,jake-smith-10
Andrew Sowinski,FR,WR,,andrew-sowinski-1
Collin Sullivan,FR,WR,,collin-sullivan-1
Grant Summers,FR,WR,,grant-summers-1
Kory Taylor,SO,WR,,kory-taylor-1
Abdur-Rahmaan Yaseen,FR,WR,,abdur-rahmaan-yaseen-1
Payne Durham,SO,TE,16 Rec 166 Yds 10.4 Avg,payne-durham-1
Garrett Miller,FR,TE,2 Rec 48 Yds 24.0 Avg,garrett-miller-2
Kyle Bilodeau,FR,TE,,kyle-bilodeau-1
Ben Buechel,FR,TE,,ben-buechel-1
Jack Cravaack,SO,TE,,jack-cravaack-1
Paul Piferi,FR,TE,,paul-piferi-1
Eric Miller,SO,OL,,eric-miller-6
Gus Hartwig,FR,OL,,gus-hartwig-1
Grant Hermanns,SR,OL,,grant-hermanns-1
Greg Long,SR,OL,,greg-long-2
Jimmy McKenna,SO,OL,,jimmy-mckenna-1
Will Bramel,SO,OL,,will-bramel-1
Jared Bycznski,FR,OL,,jared-bycznski-1
Cam Craig,FR,OL,,cam-craig-1
Nalin Fox,FR,OL,,nalin-fox-1
Sam Garvin,JR,OL,,sam-garvin-1
Gus German,FR,OL,,gus-german-1
Spencer Holstege,FR,OL,,spencer-holstege-1
Kyle Jornigan,FR,OL,,kyle-jornigan-1
Josh Kaltenberger,FR,OL,,josh-kaltenberger-1
Ben Kuhns,FR,OL,,ben-kuhns-1
Dave Monnot III,FR,OL,,dave-monnot-iii-1
Luke Morris,FR,OL,,luke-morris-1
Marc Roland,JR,OL,,marc-roland-1
Mark Stickford,JR,OL,,mark-stickford-1
D.J. Washington,JR,OL,,dj-washington-1
J.D. Dillinger,SR,K,,jd-dillinger-1
Edward Dellinger,FR,K,,edward-dellinger-1
Caleb Krockover,FR,K,,caleb-krockover-1
Chris Van Eekeren,FR,K,,chris-van-eekeren-1
Branson Deen,SO,DL,,branson-deen-1
Lawrence Johnson,SO,DL,,lawrence-johnson-6
Jack Sullivan,SO,DL,,jack-sullivan-1
Jeff Marks,SO,DL,,jeff-marks-1
KJ Stokes,SO,DL,,kj-stokes-1
Jaylan Alexander,JR,LB,,jaylan-alexander-1
Derrick Barnes,SR,LB,,derrick-barnes-2
Tyler Coyle,SR,LB,,tyler-coyle-1
Kieren Douglas,JR,LB,,kieren-douglas-1
Damarcus Mitchell,JR,LB,,damarcus-mitchell-1
Khali Saunders,FR,LB,,khali-saunders-1
Clyde Washington,FR,LB,,clyde-washington-2
Elijah Ball,SO,LB,,elijah-ball-2
Will Chapman,FR,LB,,will-chapman-1
