Player,Class,Pos,Summary,Player-additional
Preston Hutchinson,JR,QB,126 Cmp 198 Att 1662 Yds 12 TD,preston-hutchinson-1
Aaron Jackson,SO,QB,0 Cmp 1 Att 0 Yds 0 TD,aaron-jackson-4
Chris Helbig,SR,QB,,chris-helbig-1
Christopher Kaminski,FR,QB,,christopher-kaminski-1
Baron May,FR,QB,,baron-may-1
Isaac Stiebeling,SR,QB,,isaac-stiebeling-1
Darius Boone Jr.,FR,RB,44 Att 254 Yds 5.8 Avg,darius-boone-jr-1
Samson Evans,JR,RB,41 Att 202 Yds 4.9 Avg,samson-evans-1
DJ Smith,FR,RB,18 Att 18 Yds 1.0 Avg,dj-smith-2
Trey Bess III,FR,RB,16 Att 102 Yds 6.4 Avg,trey-bess-iii-1
Karmi Mackey,SO,RB,3 Att 11 Yds 3.7 Avg,karmi-mackey-1
Michael Foor,SO,RB,,michael-foor-1
Josh McCarty,FR,RB,,josh-mccarty-1
Willie Parker,SR,RB,,willie-parker-2
Jairus Grissom,JR,WR,,jairus-grissom-1
Hassan Beydoun,JR,WR,40 Rec 508 Yds 12.7 Avg,hassan-beydoun-1
Tanner Knue,SO,WR,27 Rec 413 Yds 15.3 Avg,tanner-knue-1
Quian Williams,JR,WR,24 Rec 322 Yds 13.4 Avg,quian-williams-1
Dylan Drummond,JR,WR,6 Rec 61 Yds 10.2 Avg,dylan-drummond-1
Donivan Wright,SO,WR,,donivan-wright-1
Jacob Barrett,FR,WR,,jacob-barrett-1
Jacob Delso,FR,WR,,jacob-delso-1
Logan Giordano,SO,WR,,logan-giordano-1
Jent Joseph,FR,WR,,jent-joseph-1
Kaiden Keefe,FR,WR,,kaiden-keefe-1
Kolton Malinczak,FR,WR,,kolton-malinczak-1
C.J. Parks,JR,WR,,cj-parks-1
Bryce Sloan,FR,WR,,bryce-sloan-1
Rico Small,FR,WR,,rico-small-1
Xavier Smith,FR,WR,,xavier-smith-6
Zach Walling,FR,WR,,zach-walling-1
Bryson Cannon,SR,TE,9 Rec 178 Yds 19.8 Avg,bryson-cannon-1
Thomas Odukoya,SR,TE,5 Rec 48 Yds 9.6 Avg,thomas-odukoya-1
Gunnar Oakes,JR,TE,1 Rec 12 Yds 12.0 Avg,gunnar-oakes-1
Evan Furtney,FR,TE,,evan-furtney-1
Jere Getzinger Jr.,FR,TE,,jere-getzinger-jr-1
Zach Hartsfield,JR,TE,,zach-hartsfield-1
Lucas Luft,JR,TE,,lucas-luft-1
Hunter McDaniel,FR,TE,,hunter-mcdaniel-1
Brian Dooley,SO,OL,,brian-dooley-1
Richard Bates Jr.,JR,OL,,richard-bates-jr-1
Zack Conti,FR,OL,,zack-conti-1
Jake Donnellon,SR,OL,,jake-donnellon-1
Dimitri Douglas,SO,OL,,dimitri-douglas-1
Jason Eaton,FR,OL,,jason-eaton-1
Daniel Greene,FR,OL,,daniel-greene-1
Alex Howie,SO,OL,,alex-howie-1
Marcellus Johnson,SO,OL,,marcellus-johnson-1
Broderick Jordan,FR,OL,,broderick-jordan-1
Zack Kadri,JR,OL,,zack-kadri-1
Jimi McAdams IV,FR,OL,,jimi-mcadams-iv-1
William Racely,FR,OL,,william-racely-1
Mickey Rewolinski,FR,OL,,mickey-rewolinski-1
PJ Ross,FR,OL,,pj-ross-1
Coleon Smith,FR,OL,,coleon-smith-1
Sidy Sow,JR,OL,,sidy-sow-1
Lucas Tesznar,FR,OL,,lucas-tesznar-1
Mike Van Hoeven,SR,OL,,mike-van-hoeven-1
Chad Ryland,JR,K,,chad-ryland-1
Caleb Richwine,FR,K,,caleb-richwine-1
DeZaun Brooks,FR,DL,,dezaun-brooks-1
Jordan Crawford,FR,DL,,jordan-crawford-1
Aaron Hamilton,FR,DL,,aaron-hamilton-1
Mikey Haney,SO,DL,,mikey-haney-1
Clay Holford,SR,DL,,clay-holford-1
DJ Jackson,JR,DL,,dj-jackson-2
Alex Merritt,FR,DL,,alex-merritt-1
Jose Ramirez,SO,DL,,jose-ramirez-2
Turan Rush,SR,DL,,turan-rush-1
Woo Scott,SR,DL,,woo-scott-1
Michael Smith,SR,DL,,michael-smith-13
Carter Stagner,SO,DL,,carter-stagner-1
Grant Trueman,JR,DL,,grant-trueman-1
Vince Boyd,SR,DL,,vince-boyd-1
Chris Bruglio,SO,DL,,chris-bruglio-1
Mikah Coleman,FR,DL,,mikah-coleman-1
Rafe Reyes,SO,DL,,rafe-reyes-1
Samari Saddler,SO,DL,,samari-saddler-1
Matthew Buschman,SO,LB,,matthew-buschman-1
Luke Cameron,JR,LB,,luke-cameron-1
Terry Myrick,SR,LB,,terry-myrick-1
Steven Scheidt,SO,LB,,steven-scheidt-1
Tariq Speights,JR,LB,,tariq-speights-1
Desean Boyd,JR,LB,,desean-boyd-1
Charles Brown Jr.,FR,LB,,charles-brown-jr-1
Konrad Dixon,JR,LB,,konrad-dixon-1
Brycen Huddleston,FR,LB,,brycen-huddleston-1
Justin Jefferson,FR,LB,,justin-jefferson-2
Blake Bogan,JR,DB,,blake-bogan-1
Carthell Flowers,JR,DB,,carthell-flowers-1
Korey Hernandez,JR,DB,,korey-hernandez-1
Jeff Hubbard,SR,DB,,jeff-hubbard-1
Noski LaFleur,SR,DB,,noski-lafleur-1
Mark Lee Jr.,FR,DB,,mark-lee-jr-1
Freddie McGee,SR,DB,,freddie-mcgee-1
Myles McNeal,FR,DB,,myles-mcneal-1
Kendric Nowling,FR,DB,,kendric-nowling-1
T.J. Peavy,FR,DB,,tj-peavy-1
Kempton Shine,FR,DB,,kempton-shine-1
Russ Vaden,JR,DB,,russ-vaden-1
Jerodd Vines,SO,DB,,jerodd-vines-1
