Player,Class,Pos,Summary
Parker Awad,JR,QB,"74 Cmp, 160 Att, 1079 Yds, 7 TD"
Santino Marucci,SR,QB,"49 Cmp, 112 Att, 519 Yds, 3 TD"
Brandon Nunez,SR,QB,"12 Cmp, 30 Att, 89 Yds, 2 TD"
Deuce Hogan,SR,QB,"6 Cmp, 18 Att, 31 Yds, 0 TD"
Paul Cieremans,SO,QB,
Jeff Davison,SR,QB,
Jake McNamara,JR,QB,
Mike Washington,SR,RB,"157 Att, 725 Yds, 4.6 Avg"
Seth McGowan,SR,RB,"152 Att, 823 Yds, 5.4 Avg"
Timothy Gans,SR,RB,"16 Att, 62 Yds, 3.9 Avg"
Ahmonte Watkins,SR,RB,"16 Att, 66 Yds, 4.1 Avg"
Larenzo McMillan,SR,RB,"7 Att, 111 Yds, 15.9 Avg"
Isaiah Rudison,JR,RB,"2 Rec, 26 Yds, 13.0 Avg"
Dailan Goodman,SO,RB,
David Barela,SO,RB,
Roscoe Burton,SO,RB,
Noah Tripplett,SO,RB,
PJ Johnson III,SR,WR,"19 Rec, 346 Yds, 18.2 Avg"
TJ Pride,SO,WR,"34 Rec, 374 Yds, 11.0 Avg"
Jordan Smith,SR,WR,"8 Rec, 110 Yds, 13.8 Avg"
Donovan Faupel,JR,WR,"3 Rec, 48 Yds, 16.0 Avg"
Kordell David,SR,WR,"18 Rec, 191 Yds, 10.6 Avg"
Latrell Neville,SR,WR,"4 Rec, 20 Yds, 5.0 Avg"
Jahrique Lowe,SR,WR,"1 Rec, 13 Yds, 13.0 Avg"
Allen Ortiz,SR,WR,"1 Rec, 12 Yds, 12.0 Avg"
Ethan Singleton,SR,WR,
Isaiah Abeyta,SO,WR,
Jayden Bell,SO,WR,
Kyle McNamara,SR,WR,
Kaden Trevino,SO,WR,
Izeyah Wright,SO,WR,
Jerry Lydiatt,SO,TE,"7 Rec, 39 Yds, 5.6 Avg"
Hunter Talley,JR,TE,"3 Rec, 34 Yds, 11.3 Avg"
Adam Parks,SO,TE,"2 Rec, 58 Yds, 29.0 Avg"
Noah Armijo,SR,TE,
Mason Graham,SO,TE,
Trevor Stephens,SR,TE,
Ethan Wood,JR,TE,
Cooper Sheehan,JR,OL,
Louie Canepa,JR,OL,
Cedric Claiborne,SR,OL,
Jacob Golden,SR,OL,
Elijah Harvey,JR,OL,
Sioeli Helu,SR,OL,
Shamarr Jackson,SR,OL,
Shiyazh Pete,SR,OL,
Kai Sevy,SO,OL,
BJ Tolo,SO,OL,
AJ Vaipulu,SR,OL,
Canaan Yarro,SR,OL,
Jasaiah Baca,SO,OL,
Nathan Garcia,SO,OL,
Hayden Harlan,JR,OL,
Anthony LaFrance,SR,OL,
Dillon Pacheco,SO,OL,
Dylan Post,SO,OL,
Jai Rodriguez,JR,OL,
Mateo Rodriguez,SO,OL,
Jake Waltman,SR,OL,
Abraham Montano,SR,K,
Connor Brooksby,SR,K,
Freddy Joya,SO,K,
Noah Arinze,SR,DL,
Reeves Baller,SO,DL,
Justin Beadles,SR,DL,
Henry Davis III,JR,DL,
Matt Lawson,SR,DL,
Sone Aupiu,JR,LB,
Jalen Brown,SO,LB,
Quincy Davis,JR,LB,
Bryant Jackson,SR,LB,
Liko Johnson,SR,LB,
Tyler Martinez,SR,LB,
Buddha Peleti,SR,LB,
Rontravious Perry,SR,LB,
Ishmael Aceves,SO,LB,
Pierce Humpich,JR,LB,
Josiah Cox,JR,DB,
Da'Marcus Crosby,SR,DB,
Dylan Early,SR,DB,
Jaxon Heil,SR,DB,
Dakerric Hobbs,SR,DB,
Lanar Kelley Jr.,SR,DB,
Rashad McKinley,JR,DB,
Desmin-Hatfield Rushton,JR,DB,
Isaac Gallegos,SO,DB,
George Eberle,SR,P,
Carson Zilmer,SR,P,
Max Dean,SO,P,
Nikalas Theisler,SO,P,
Tayden Barnes,SO,S,
Derek Burns,SR,DE,
Jakobe Campbell,SO,CB,
Josiah Charles,JR,CB,
Charlie Eberle,SR,LS,
Kale Edwards,SR,DE,
Naki Fahina,SR,DT,
Keonte Glinton,SR,CB,
Gabe Jones,SO,DT,
Colt Mangino,SO,S,
Naeten Mitchell,SO,CB,
DaMarco Moorer,SR,S,
Angel Mu̱oz,JR,S,
Jaden Robinson,JR,DE,
Zedekiah Rodriguez-Brown,SR,CB,
Cole Schnettgoecke,SR,DT,
Nick Session,SR,S,
Enzo-Pierre Tayou,SR,DT,
Elijah Thomas,SO,S,
Malaki Thomas,SO,DE,
Ta'Avili Tuitama,SR,DT,
Jabril White,SR,CB,
Siddeeq Shabazz,SO,S,
